"","gs","gene","Gene.stable.ID","Gene.stable.ID.1","HGNC.symbol","mouse"
"7069","Immune","PACSIN2","ENSMUSG00000016664","ENSG00000100266","PACSIN2","Pacsin2"
"7070","Immune","IRAK4","ENSMUSG00000059883","ENSG00000198001","IRAK4","Irak4"
"7071","Immune","CXorf38","ENSMUSG00000044148","ENSG00000185753","CXorf38","1810030O07Rik"
"7073","Immune","AFTPH","ENSMUSG00000049659","ENSG00000119844","AFTPH","Aftph"
"7074","Immune","TEP1","ENSMUSG00000006281","ENSG00000129566","TEP1","Tep1"
"7075","Immune","RNF111","ENSMUSG00000032217","ENSG00000157450","RNF111","Rnf111"
"7076","Immune","LEPROTL1","ENSMUSG00000031513","ENSG00000104660","LEPROTL1","Leprotl1"
"7077","Immune","ENGASE","ENSMUSG00000033857","ENSG00000167280","ENGASE","Engase"
"7078","Immune","IFFO1","ENSMUSG00000038271","ENSG00000010295","IFFO1","Iffo1"
"7079","Immune","PDCD1LG2","ENSMUSG00000016498","ENSG00000197646","PDCD1LG2","Pdcd1lg2"
"7084","Immune","PLXND1","ENSMUSG00000030123","ENSG00000004399","PLXND1","Plxnd1"
"7085","Immune","STK24","ENSMUSG00000063410","ENSG00000102572","STK24","Stk24"
"7087","Immune","ASCC2","ENSMUSG00000020412","ENSG00000100325","ASCC2","Ascc2"
"7089","Immune","IGSF6","ENSMUSG00000035004","ENSG00000140749","IGSF6","Igsf6"
"7090","Immune","FHOD1","ENSMUSG00000014778","ENSG00000135723","FHOD1","Fhod1"
"7091","Immune","INPPL1","ENSMUSG00000032737","ENSG00000165458","INPPL1","Inppl1"
"7093","Immune","PTH2R","ENSMUSG00000025946","ENSG00000144407","PTH2R","Pth2r"
"7094","Immune","NOL4L","ENSMUSG00000061411","ENSG00000197183","NOL4L","Nol4l"
"7095","Immune","PAK2","ENSMUSG00000022781","ENSG00000180370","PAK2","Pak2"
"7096","Immune","YPEL2","ENSMUSG00000018427","ENSG00000175155","YPEL2","Ypel2"
"7097","Immune","LCORL","ENSMUSG00000015882","ENSG00000178177","LCORL","Lcorl"
"7099","Immune","ULK4","ENSMUSG00000040936","ENSG00000168038","ULK4","Ulk4"
"7102","Immune","ATG5","ENSMUSG00000038160","ENSG00000057663","ATG5","Atg5"
"7103","Immune","CSNK1G1","ENSMUSG00000032384","ENSG00000169118","CSNK1G1","Csnk1g1"
"7104","Immune","SMS","ENSMUSG00000071708","ENSG00000102172","SMS","Sms"
"7105","Immune","FBXO34","ENSMUSG00000037536","ENSG00000178974","FBXO34","Fbxo34"
"7106","Immune","UBL3","ENSMUSG00000001687","ENSG00000122042","UBL3","Ubl3"
"7107","Immune","NDST2","ENSMUSG00000039308","ENSG00000166507","NDST2","Ndst2"
"7108","Immune","DDX21","ENSMUSG00000020075","ENSG00000165732","DDX21","Ddx21"
"7109","Immune","TTBK2","ENSMUSG00000090100","ENSG00000128881","TTBK2","Ttbk2"
"7111","Immune","CNOT1","ENSMUSG00000036550","ENSG00000125107","CNOT1","Cnot1"
"7112","Immune","GLA","ENSMUSG00000031266","ENSG00000102393","GLA","Gla"
"7113","Immune","SLC25A45","ENSMUSG00000024818","ENSG00000162241","SLC25A45","Slc25a45"
"7114","Immune","NT5C","ENSMUSG00000020736","ENSG00000125458","NT5C","Nt5c"
"7115","Immune","OS9","ENSMUSG00000040462","ENSG00000135506","OS9","Os9"
"7116","Immune","SNAP23","ENSMUSG00000027287","ENSG00000092531","SNAP23","Snap23"
"7117","Immune","TSNAX-DISC1","ENSMUSG00000056820","ENSG00000270106","TSNAX-DISC1","Tsnax"
"7118","Immune","ITPKB","ENSMUSG00000038855","ENSG00000143772","ITPKB","Itpkb"
"7120","Immune","STX8","ENSMUSG00000020903","ENSG00000170310","STX8","Stx8"
"7121","Immune","VASP","ENSMUSG00000030403","ENSG00000125753","VASP","Vasp"
"7122","Immune","DTX2","ENSMUSG00000004947","ENSG00000091073","DTX2","Dtx2"
"7123","Immune","NCOA4","ENSMUSG00000056234","ENSG00000266412","NCOA4","Ncoa4"
"7124","Immune","HNRNPC","ENSMUSG00000060373","ENSG00000092199","HNRNPC","Hnrnpc"
"7125","Immune","HNRNPCL1","ENSMUSG00000060373","ENSG00000179172","HNRNPCL1","Hnrnpc"
"7126","Immune","HNRNPCL2","ENSMUSG00000060373","ENSG00000275774","HNRNPCL2","Hnrnpc"
"7127","Immune","HNRNPCL4","ENSMUSG00000060373","ENSG00000179412","HNRNPCL4","Hnrnpc"
"7128","Immune","HNRNPCL3","ENSMUSG00000060373","ENSG00000277058","HNRNPCL3","Hnrnpc"
"7130","Immune","ZCWPW1","ENSMUSG00000037108","ENSG00000078487","ZCWPW1","Zcwpw1"
"7131","Immune","ARHGEF18","ENSMUSG00000004568","ENSG00000104880","ARHGEF18","Arhgef18"
"7132","Immune","ACSL5","ENSMUSG00000024981","ENSG00000197142","ACSL5","Acsl5"
"7134","Immune","ARID4A","ENSMUSG00000048118","ENSG00000032219","ARID4A","Arid4a"
"7135","Immune","MAPKAPK2","ENSMUSG00000016528","ENSG00000162889","MAPKAPK2","Mapkapk2"
"7136","Immune","SIDT1","ENSMUSG00000022696","ENSG00000072858","SIDT1","Sidt1"
"7137","Immune","NSMAF","ENSMUSG00000028245","ENSG00000035681","NSMAF","Nsmaf"
"7138","Immune","CAPZA2","ENSMUSG00000015733","ENSG00000198898","CAPZA2","Capza2"
"7139","Immune","KDM4B","ENSMUSG00000024201","ENSG00000127663","KDM4B","Kdm4b"
"7140","Immune","NANS","ENSMUSG00000028334","ENSG00000095380","NANS","Nans"
"7141","Immune","MTMR3","ENSMUSG00000034354","ENSG00000100330","MTMR3","Mtmr3"
"7142","Immune","RSRP1","ENSMUSG00000037266","ENSG00000117616","RSRP1","Rsrp1"
"7143","Immune","GALC","ENSMUSG00000021003","ENSG00000054983","GALC","Galc"
"7144","Immune","NCK1","ENSMUSG00000032475","ENSG00000158092","NCK1","Nck1"
"7145","Immune","PPP1R2","ENSMUSG00000047714","ENSG00000184203","PPP1R2","Ppp1r2"
"7146","Immune","PPP1R2B","ENSMUSG00000047714","ENSG00000231989","PPP1R2B","Ppp1r2"
"7147","Immune","PLEKHB2","ENSMUSG00000026123","ENSG00000115762","PLEKHB2","Plekhb2"
"7148","Immune","SMYD4","ENSMUSG00000018809","ENSG00000186532","SMYD4","Smyd4"
"7149","Immune","MTUS1","ENSMUSG00000045636","ENSG00000129422","MTUS1","Mtus1"
"7152","Immune","FBXW11","ENSMUSG00000020271","ENSG00000072803","FBXW11","Fbxw11"
"7153","Immune","PLEKHG5","ENSMUSG00000039713","ENSG00000171680","PLEKHG5","Plekhg5"
"7154","Immune","DOK1","ENSMUSG00000068335","ENSG00000115325","DOK1","Dok1"
"7155","Immune","BEAN1","ENSMUSG00000031872","ENSG00000166546","BEAN1","Bean1"
"7156","Immune","PTDSS1","ENSMUSG00000021518","ENSG00000156471","PTDSS1","Ptdss1"
"7157","Immune","HBEGF","ENSMUSG00000024486","ENSG00000113070","HBEGF","Hbegf"
"7158","Immune","SEL1L","ENSMUSG00000020964","ENSG00000071537","SEL1L","Sel1l"
"7159","Immune","SHLD1","ENSMUSG00000044991","ENSG00000171984","SHLD1","Shld1"
"7162","Immune","ACSF2","ENSMUSG00000076435","ENSG00000167107","ACSF2","Acsf2"
"7164","Immune","PDK1","ENSMUSG00000006494","ENSG00000152256","PDK1","Pdk1"
"7165","Immune","PBX3","ENSMUSG00000038718","ENSG00000167081","PBX3","Pbx3"
"7167","Immune","RIPK1","ENSMUSG00000021408","ENSG00000137275","RIPK1","Ripk1"
"7168","Immune","GBGT1","ENSMUSG00000026829","ENSG00000148288","GBGT1","Gbgt1"
"7169","Immune","EXOC3","ENSMUSG00000034152","ENSG00000180104","EXOC3","Exoc3"
"7170","Immune","SMCO4","ENSMUSG00000058173","ENSG00000166002","SMCO4","Smco4"
"7171","Immune","ZNF277","ENSMUSG00000055917","ENSG00000198839","ZNF277","Zfp277"
"7172","Immune","EYA3","ENSMUSG00000028886","ENSG00000158161","EYA3","Eya3"
"7173","Immune","GCLC","ENSMUSG00000032350","ENSG00000001084","GCLC","Gclc"
"7174","Immune","CABLES1","ENSMUSG00000040957","ENSG00000134508","CABLES1","Cables1"
"7175","Immune","WDR37","ENSMUSG00000021147","ENSG00000047056","WDR37","Wdr37"
"7176","Immune","EZH2","ENSMUSG00000029687","ENSG00000106462","EZH2","Ezh2"
"7177","Immune","RICTOR","ENSMUSG00000050310","ENSG00000164327","RICTOR","Rictor"
"7179","Immune","ERCC1","ENSMUSG00000003549","ENSG00000012061","ERCC1","Ercc1"
"7181","Immune","MAP3K1","ENSMUSG00000021754","ENSG00000095015","MAP3K1","Map3k1"
"7182","Immune","FOXK1","ENSMUSG00000056493","ENSG00000164916","FOXK1","Foxk1"
"7183","Immune","C1orf112","ENSMUSG00000041406","ENSG00000000460","C1orf112","BC055324"
"7184","Immune","CSRNP1","ENSMUSG00000032515","ENSG00000144655","CSRNP1","Csrnp1"
"7185","Immune","HECTD2","ENSMUSG00000041180","ENSG00000165338","HECTD2","Hectd2"
"7187","Immune","MORC3","ENSMUSG00000039456","ENSG00000159256","MORC3","Morc3"
"7188","Immune","TPRG1","ENSMUSG00000048399","ENSG00000188001","TPRG1","Tprg"
"7189","Immune","PNRC1","ENSMUSG00000040128","ENSG00000146278","PNRC1","Pnrc1"
"7191","Immune","CCDC88C","ENSMUSG00000021182","ENSG00000015133","CCDC88C","Ccdc88c"
"7192","Immune","DNAH1","ENSMUSG00000019027","ENSG00000114841","DNAH1","Dnah1"
"7193","Immune","PHYKPL","ENSMUSG00000020359","ENSG00000175309","PHYKPL","Phykpl"
"7194","Immune","VPS35","ENSMUSG00000031696","ENSG00000069329","VPS35","Vps35"
"7195","Immune","MIOS","ENSMUSG00000042447","ENSG00000164654","MIOS","Mios"
"7197","Immune","HMGB2","ENSMUSG00000054717","ENSG00000164104","HMGB2","Hmgb2"
"7201","Immune","ZNF655","ENSMUSG00000007812","ENSG00000197343","ZNF655","Zfp655"
"7203","Immune","NUBP1","ENSMUSG00000022503","ENSG00000103274","NUBP1","Nubp1"
"7204","Immune","XRN2","ENSMUSG00000027433","ENSG00000088930","XRN2","Xrn2"
"7205","Immune","MLX","ENSMUSG00000017801","ENSG00000108788","MLX","Mlx"
"7206","Immune","NEB","ENSMUSG00000026950","ENSG00000183091","NEB","Neb"
"7207","Immune","MYOF","ENSMUSG00000048612","ENSG00000138119","MYOF","Myof"
"7208","Immune","CTBS","ENSMUSG00000028189","ENSG00000117151","CTBS","Ctbs"
"7209","Immune","NEMF","ENSMUSG00000020982","ENSG00000165525","NEMF","Nemf"
"7210","Immune","ZFC3H1","ENSMUSG00000034163","ENSG00000133858","ZFC3H1","Zfc3h1"
"7211","Immune","RTF2","ENSMUSG00000027502","ENSG00000022277","RTF2","Rtf2"
"7212","Immune","VPS26A","ENSMUSG00000020078","ENSG00000122958","VPS26A","Vps26a"
"7213","Immune","ATP6V0D1","ENSMUSG00000013160","ENSG00000159720","ATP6V0D1","Atp6v0d1"
"7215","Immune","NFIC","ENSMUSG00000055053","ENSG00000141905","NFIC","Nfic"
"7218","Immune","TBRG1","ENSMUSG00000011114","ENSG00000154144","TBRG1","Tbrg1"
"7219","Immune","CREB1","ENSMUSG00000025958","ENSG00000118260","CREB1","Creb1"
"7220","Immune","POLB","ENSMUSG00000031536","ENSG00000070501","POLB","Polb"
"7221","Immune","RPS9","ENSMUSG00000006333","ENSG00000170889","RPS9","Rps9"
"7222","Immune","DUSP22","ENSMUSG00000069255","ENSG00000112679","DUSP22","Dusp22"
"7223","Immune","PPT1","ENSMUSG00000028657","ENSG00000131238","PPT1","Ppt1"
"7224","Immune","SLC45A4","ENSMUSG00000079020","ENSG00000022567","SLC45A4","Slc45a4"
"7225","Immune","GTF2B","ENSMUSG00000028271","ENSG00000137947","GTF2B","Gtf2b"
"7226","Immune","AGPAT3","ENSMUSG00000001211","ENSG00000160216","AGPAT3","Agpat3"
"7228","Immune","TANK","ENSMUSG00000064289","ENSG00000136560","TANK","Tank"
"7229","Immune","DIPK2A","ENSMUSG00000045414","ENSG00000181744","DIPK2A","Dipk2a"
"7230","Immune","ZC3H18","ENSMUSG00000017478","ENSG00000158545","ZC3H18","Zc3h18"
"7231","Immune","MPPE1","ENSMUSG00000062526","ENSG00000154889","MPPE1","Mppe1"
"7233","Immune","SAMD9L","ENSMUSG00000047735","ENSG00000177409","SAMD9L","Samd9l"
"7234","Immune","MMP24","ENSMUSG00000027612","ENSG00000125966","MMP24","Mmp24"
"7235","Immune","KCTD5","ENSMUSG00000016946","ENSG00000167977","KCTD5","Kctd5"
"7237","Immune","CMTM1","ENSMUSG00000110430","ENSG00000089505","CMTM1","Cmtm1"
"7238","Immune","NEK10","ENSMUSG00000042567","ENSG00000163491","NEK10","Nek10"
"7239","Immune","ZCCHC2","ENSMUSG00000038866","ENSG00000141664","ZCCHC2","Zcchc2"
"7240","Immune","ATP6V0B","ENSMUSG00000033379","ENSG00000117410","ATP6V0B","Atp6v0b"
"7241","Immune","RNF114","ENSMUSG00000006418","ENSG00000124226","RNF114","Rnf114"
"7242","Immune","ITPRIP","ENSMUSG00000117975","ENSG00000148841","ITPRIP","Itprip"
"7243","Immune","MAPK14","ENSMUSG00000053436","ENSG00000112062","MAPK14","Mapk14"
"7244","Immune","BRD4","ENSMUSG00000024002","ENSG00000141867","BRD4","Brd4"
"7245","Immune","XPO6","ENSMUSG00000000131","ENSG00000169180","XPO6","Xpo6"
"7246","Immune","TMEM181","ENSMUSG00000038141","ENSG00000146433","TMEM181","Tmem181a"
"7247","Immune","NOL7","ENSMUSG00000063200","ENSG00000225921","NOL7","Nol7"
"7248","Immune","ORAI2","ENSMUSG00000039747","ENSG00000160991","ORAI2","Orai2"
"7249","Immune","OLFML3","ENSMUSG00000027848","ENSG00000116774","OLFML3","Olfml3"
"7250","Immune","CEP250","ENSMUSG00000038241","ENSG00000126001","CEP250","Cep250"
"7252","Immune","CTDSP1","ENSMUSG00000026176","ENSG00000144579","CTDSP1","Ctdsp1"
"7253","Immune","ZNF385A","ENSMUSG00000000552","ENSG00000161642","ZNF385A","Zfp385a"
"7254","Immune","LSP1","ENSMUSG00000018819","ENSG00000130592","LSP1","Lsp1"
"7256","Immune","ATAD2B","ENSMUSG00000052812","ENSG00000119778","ATAD2B","Atad2b"
"7257","Immune","SH2D3C","ENSMUSG00000059013","ENSG00000095370","SH2D3C","Sh2d3c"
"7258","Immune","RAB7A","ENSMUSG00000079477","ENSG00000075785","RAB7A","Rab7"
"7261","Immune","NFKBIA","ENSMUSG00000021025","ENSG00000100906","NFKBIA","Nfkbia"
"7262","Immune","COPA","ENSMUSG00000026553","ENSG00000122218","COPA","Copa"
"7263","Immune","ARHGEF10L","ENSMUSG00000040964","ENSG00000074964","ARHGEF10L","Arhgef10l"
"7264","Immune","DDX3Y","ENSMUSG00000069045","ENSG00000067048","DDX3Y","Ddx3y"
"7265","Immune","VPS39","ENSMUSG00000027291","ENSG00000166887","VPS39","Vps39"
"7266","Immune","STX12","ENSMUSG00000028879","ENSG00000117758","STX12","Stx12"
"7267","Immune","FAM120A","ENSMUSG00000038014","ENSG00000048828","FAM120A","Fam120a"
"7269","Immune","EPN1","ENSMUSG00000035203","ENSG00000063245","EPN1","Epn1"
"7270","Immune","GPATCH2L","ENSMUSG00000021254","ENSG00000089916","GPATCH2L","Gpatch2l"
"7271","Immune","GDAP2","ENSMUSG00000027865","ENSG00000196505","GDAP2","Gdap2"
"7272","Immune","HPS1","ENSMUSG00000025188","ENSG00000107521","HPS1","Hps1"
"7273","Immune","GOLGA4","ENSMUSG00000038708","ENSG00000144674","GOLGA4","Golga4"
"7274","Immune","PDE7A","ENSMUSG00000069094","ENSG00000205268","PDE7A","Pde7a"
"7275","Immune","NPC2","ENSMUSG00000021242","ENSG00000119655","NPC2","Npc2"
"7276","Immune","NCKAP5L","ENSMUSG00000023009","ENSG00000167566","NCKAP5L","Nckap5l"
"7277","Immune","MRO","ENSMUSG00000064036","ENSG00000134042","MRO","Mro"
"7278","Immune","CARD19","ENSMUSG00000037960","ENSG00000165233","CARD19","Card19"
"7279","Immune","CRACR2A","ENSMUSG00000061414","ENSG00000130038","CRACR2A","Cracr2a"
"7281","Immune","FBXL20","ENSMUSG00000020883","ENSG00000108306","FBXL20","Fbxl20"
"7282","Immune","TMEM154","ENSMUSG00000056498","ENSG00000170006","TMEM154","Tmem154"
"7283","Immune","PIGX","ENSMUSG00000023791","ENSG00000163964","PIGX","Pigx"
"7284","Immune","RAB10","ENSMUSG00000020671","ENSG00000084733","RAB10","Rab10"
"7285","Immune","RAB5C","ENSMUSG00000019173","ENSG00000108774","RAB5C","Rab5c"
"7286","Immune","DNAJC15","ENSMUSG00000022013","ENSG00000120675","DNAJC15","Dnajc15"
"7287","Immune","ATPAF2","ENSMUSG00000042709","ENSG00000171953","ATPAF2","Atpaf2"
"7288","Immune","CDC42","ENSMUSG00000006699","ENSG00000070831","CDC42","Cdc42"
"7289","Immune","GGNBP2","ENSMUSG00000020530","ENSG00000278311","GGNBP2","Ggnbp2"
"7290","Immune","CCDC112","ENSMUSG00000071855","ENSG00000164221","CCDC112","Ccdc112"
"7291","Immune","THADA","ENSMUSG00000024251","ENSG00000115970","THADA","Thada"
"7292","Immune","RABEP2","ENSMUSG00000030727","ENSG00000177548","RABEP2","Rabep2"
"7294","Immune","CUL1","ENSMUSG00000029686","ENSG00000055130","CUL1","Cul1"
"7295","Immune","VPS41","ENSMUSG00000041236","ENSG00000006715","VPS41","Vps41"
"7296","Immune","MTMR6","ENSMUSG00000021987","ENSG00000139505","MTMR6","Mtmr6"
"7297","Immune","GZF1","ENSMUSG00000027439","ENSG00000125812","GZF1","Gzf1"
"7298","Immune","SCLT1","ENSMUSG00000059834","ENSG00000151466","SCLT1","Sclt1"
"7299","Immune","SMYD2","ENSMUSG00000026603","ENSG00000143499","SMYD2","Smyd2"
"7300","Immune","CAP1","ENSMUSG00000028656","ENSG00000131236","CAP1","Cap1"
"7301","Immune","PKN1","ENSMUSG00000057672","ENSG00000123143","PKN1","Pkn1"
"7304","Immune","GCH1","ENSMUSG00000037580","ENSG00000131979","GCH1","Gch1"
"7305","Immune","ZDHHC7","ENSMUSG00000031823","ENSG00000153786","ZDHHC7","Zdhhc7"
"7306","Immune","CD164","ENSMUSG00000019818","ENSG00000135535","CD164","Cd164"
"7307","Immune","BRCA2","ENSMUSG00000041147","ENSG00000139618","BRCA2","Brca2"
"7308","Immune","CHMP3","ENSMUSG00000053119","ENSG00000115561","CHMP3","Chmp3"
"7309","Immune","RNF103-CHMP3","ENSMUSG00000053119","ENSG00000249884","RNF103-CHMP3","Chmp3"
"7310","Immune","RFC2","ENSMUSG00000023104","ENSG00000049541","RFC2","Rfc2"
"7311","Immune","ZZEF1","ENSMUSG00000055670","ENSG00000074755","ZZEF1","Zzef1"
"7312","Immune","ZNF467","ENSMUSG00000068551","ENSG00000181444","ZNF467","Zfp467"
"7313","Immune","POLD4","ENSMUSG00000024854","ENSG00000175482","POLD4","Pold4"
"7315","Immune","TAFA2","ENSMUSG00000044071","ENSG00000198673","TAFA2","Tafa2"
"7317","Immune","PIEZO1","ENSMUSG00000014444","ENSG00000103335","PIEZO1","Piezo1"
"7319","Immune","PGBD5","ENSMUSG00000050751","ENSG00000177614","PGBD5","Pgbd5"
"7321","Immune","TCOF1","ENSMUSG00000024613","ENSG00000070814","TCOF1","Tcof1"
"7322","Immune","TRPS1","ENSMUSG00000038679","ENSG00000104447","TRPS1","Trps1"
"7323","Immune","DNMT3A","ENSMUSG00000020661","ENSG00000119772","DNMT3A","Dnmt3a"
"7324","Immune","GCNT7","ENSMUSG00000074569","ENSG00000124091","GCNT7","Gcnt7"
"7325","Immune","CDH26","ENSMUSG00000039155","ENSG00000124215","CDH26","Cdh26"
"7326","Immune","CRTC1","ENSMUSG00000003575","ENSG00000105662","CRTC1","Crtc1"
"7327","Immune","ST3GAL5","ENSMUSG00000056091","ENSG00000115525","ST3GAL5","St3gal5"
"7328","Immune","NSL1","ENSMUSG00000062510","ENSG00000117697","NSL1","Nsl1"
"7330","Immune","ZNF330","ENSMUSG00000031711","ENSG00000109445","ZNF330","Zfp330"
"7331","Immune","CCDC50","ENSMUSG00000038127","ENSG00000152492","CCDC50","Ccdc50"
"7332","Immune","MTMR14","ENSMUSG00000030269","ENSG00000163719","MTMR14","Mtmr14"
"7333","Immune","LGALS8","ENSMUSG00000057554","ENSG00000116977","LGALS8","Lgals8"
"7334","Immune","LPGAT1","ENSMUSG00000026623","ENSG00000123684","LPGAT1","Lpgat1"
"7335","Immune","GNS","ENSMUSG00000034707","ENSG00000135677","GNS","Gns"
"7337","Immune","KCTD12","ENSMUSG00000098557","ENSG00000178695","KCTD12","Kctd12"
"7339","Immune","ATG10","ENSMUSG00000021619","ENSG00000152348","ATG10","Atg10"
"7340","Immune","ALG13","ENSMUSG00000041718","ENSG00000101901","ALG13","Alg13"
"7341","Immune","TTC13","ENSMUSG00000037300","ENSG00000143643","TTC13","Ttc13"
"7342","Immune","HDGFL3","ENSMUSG00000025104","ENSG00000166503","HDGFL3","Hdgfl3"
"7343","Immune","UTP18","ENSMUSG00000054079","ENSG00000011260","UTP18","Utp18"
"7344","Immune","NUP93","ENSMUSG00000032939","ENSG00000102900","NUP93","Nup93"
"7345","Immune","PI4K2A","ENSMUSG00000025178","ENSG00000155252","PI4K2A","Pi4k2a"
"7346","Immune","KAT6A","ENSMUSG00000031540","ENSG00000083168","KAT6A","Kat6a"
"7347","Immune","NKD1","ENSMUSG00000031661","ENSG00000140807","NKD1","Nkd1"
"7349","Immune","DPP8","ENSMUSG00000032393","ENSG00000074603","DPP8","Dpp8"
"7350","Immune","RABGGTB","ENSMUSG00000038975","ENSG00000137955","RABGGTB","Rabggtb"
"7351","Immune","THRB","ENSMUSG00000021779","ENSG00000151090","THRB","Thrb"
"7352","Immune","KCNQ5","ENSMUSG00000028033","ENSG00000185760","KCNQ5","Kcnq5"
"7353","Immune","RABEP1","ENSMUSG00000020817","ENSG00000029725","RABEP1","Rabep1"
"7354","Immune","SNX5","ENSMUSG00000027423","ENSG00000089006","SNX5","Snx5"
"7356","Immune","TBK1","ENSMUSG00000020115","ENSG00000183735","TBK1","Tbk1"
"7357","Immune","ARL8B","ENSMUSG00000030105","ENSG00000134108","ARL8B","Arl8b"
"7358","Immune","C2CD2L","ENSMUSG00000032120","ENSG00000172375","C2CD2L","C2cd2l"
"7359","Immune","PIAS2","ENSMUSG00000025423","ENSG00000078043","PIAS2","Pias2"
"7360","Immune","SERPINB6","ENSMUSG00000060147","ENSG00000124570","SERPINB6","Serpinb6a"
"7361","Immune","RNF44","ENSMUSG00000034928","ENSG00000146083","RNF44","Rnf44"
"7362","Immune","PAOX","ENSMUSG00000025464","ENSG00000148832","PAOX","Paox"
"7364","Immune","RUBCN","ENSMUSG00000035629","ENSG00000145016","RUBCN","Rubcn"
"7365","Immune","SLC38A10","ENSMUSG00000061306","ENSG00000157637","SLC38A10","Slc38a10"
"7367","Immune","MTF2","ENSMUSG00000029267","ENSG00000143033","MTF2","Mtf2"
"7368","Immune","KPNA2","ENSMUSG00000018362","ENSG00000182481","KPNA2","Kpna2"
"7369","Immune","SLC39A10","ENSMUSG00000025986","ENSG00000196950","SLC39A10","Slc39a10"
"7370","Immune","N4BP2","ENSMUSG00000037795","ENSG00000078177","N4BP2","N4bp2"
"7371","Immune","ERCC6","ENSMUSG00000054051","ENSG00000225830","ERCC6","Ercc6"
"7372","Immune","ANO6","ENSMUSG00000064210","ENSG00000177119","ANO6","Ano6"
"7373","Immune","TRIM6-TRIM34","ENSMUSG00000056144","ENSG00000258588","TRIM6-TRIM34","Trim34a"
"7374","Immune","TRIM34","ENSMUSG00000056144","ENSG00000258659","TRIM34","Trim34a"
"7375","Immune","DCLRE1C","ENSMUSG00000026648","ENSG00000152457","DCLRE1C","Dclre1c"
"7376","Immune","GPBP1L1","ENSMUSG00000034042","ENSG00000159592","GPBP1L1","Gpbp1l1"
"7377","Immune","RTCB","ENSMUSG00000001783","ENSG00000100220","RTCB","Rtcb"
"7379","Immune","SPINT2","ENSMUSG00000074227","ENSG00000167642","SPINT2","Spint2"
"7380","Immune","IQCB1","ENSMUSG00000022837","ENSG00000173226","IQCB1","Iqcb1"
"7381","Immune","ARF1","ENSMUSG00000048076","ENSG00000143761","ARF1","Arf1"
"7382","Immune","GPATCH11","ENSMUSG00000050668","ENSG00000152133","GPATCH11","Gpatch11"
"7383","Immune","GRIK1","ENSMUSG00000022935","ENSG00000171189","GRIK1","Grik1"
"7384","Immune","RHOG","ENSMUSG00000073982","ENSG00000177105","RHOG","Rhog"
"7385","Immune","INSL6","ENSMUSG00000050957","ENSG00000120210","INSL6","Insl6"
"7386","Immune","ATG16L1","ENSMUSG00000026289","ENSG00000085978","ATG16L1","Atg16l1"
"7387","Immune","APPL1","ENSMUSG00000040760","ENSG00000157500","APPL1","Appl1"
"7388","Immune","PLXDC1","ENSMUSG00000017417","ENSG00000161381","PLXDC1","Plxdc1"
"7389","Immune","SLC20A1","ENSMUSG00000027397","ENSG00000144136","SLC20A1","Slc20a1"
"7390","Immune","CLCN7","ENSMUSG00000036636","ENSG00000103249","CLCN7","Clcn7"
"7391","Immune","DRAM1","ENSMUSG00000020057","ENSG00000136048","DRAM1","Dram1"
"7392","Immune","STK32B","ENSMUSG00000029123","ENSG00000152953","STK32B","Stk32b"
"7393","Immune","ETNK1","ENSMUSG00000030275","ENSG00000139163","ETNK1","Etnk1"
"7394","Immune","ERGIC1","ENSMUSG00000001576","ENSG00000113719","ERGIC1","Ergic1"
"7395","Immune","GGA3","ENSMUSG00000020740","ENSG00000125447","GGA3","Gga3"
"7396","Immune","PIPOX","ENSMUSG00000017453","ENSG00000179761","PIPOX","Pipox"
"7397","Immune","STK10","ENSMUSG00000020272","ENSG00000072786","STK10","Stk10"
"7398","Immune","CCDC69","ENSMUSG00000049588","ENSG00000198624","CCDC69","Ccdc69"
"7402","Immune","NOXA1","ENSMUSG00000036805","ENSG00000188747","NOXA1","Noxa1"
"7403","Immune","VAPA","ENSMUSG00000024091","ENSG00000101558","VAPA","Vapa"
"7404","Immune","RAP2B","ENSMUSG00000036894","ENSG00000181467","RAP2B","Rap2b"
"7405","Immune","DAZAP2","ENSMUSG00000000346","ENSG00000183283","DAZAP2","Dazap2"
"7406","Immune","CSNK1G2","ENSMUSG00000003345","ENSG00000133275","CSNK1G2","Csnk1g2"
"7407","Immune","CTSD","ENSMUSG00000007891","ENSG00000117984","CTSD","Ctsd"
"7408","Immune","PGGT1B","ENSMUSG00000024477","ENSG00000164219","PGGT1B","Pggt1b"
"7409","Immune","ZDHHC2","ENSMUSG00000039470","ENSG00000104219","ZDHHC2","Zdhhc2"
"7410","Immune","ZNF337","ENSMUSG00000055150","ENSG00000130684","ZNF337","Zfp78"
"7411","Immune","KRBOX4","ENSMUSG00000055150","ENSG00000147121","KRBOX4","Zfp78"
"7412","Immune","ZNF705A","ENSMUSG00000055150","ENSG00000196946","ZNF705A","Zfp78"
"7413","Immune","ZNF705B","ENSMUSG00000055150","ENSG00000215356","ZNF705B","Zfp78"
"7414","Immune","ZNF440","ENSMUSG00000055150","ENSG00000171295","ZNF440","Zfp78"
"7415","Immune","ZNF674","ENSMUSG00000055150","ENSG00000251192","ZNF674","Zfp78"
"7416","Immune","ZNF491","ENSMUSG00000055150","ENSG00000177599","ZNF491","Zfp78"
"7417","Immune","ZNF705G","ENSMUSG00000055150","ENSG00000215372","ZNF705G","Zfp78"
"7418","Immune","ZNF749","ENSMUSG00000055150","ENSG00000186230","ZNF749","Zfp78"
