Chr,Start,End,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Ensembl,gene
chrX,91134671,91135170,Intergenic,THE1B-int|LTR|ERVL-MaLR,-299919,NM_080832,140886,ENSG00000174740,PABPC5
chrX,100406843,100407342,"exon (NM_001184880, exon 1 of 6)","exon (NM_001184880, exon 1 of 6)",3181,NM_020766,57526,ENSG00000165194,PCDH19
chrX,114334523,114335022,Intergenic,L1M3e|LINE|L1,-249306,NM_001256760,3358,ENSG00000147246,HTR2C
chrX,74146377,74146876,"intron (NR_028379, intron 5 of 6)",L1PREC2|LINE|L1,71835,NR_030398,693122,ENSG00000202566,MIR421
chrX,77467413,77467912,Intergenic,L1M1|LINE|L1,20273,NM_003868,8823,ENSG00000196468,FGF16
chrX,45433181,45433680,Intergenic,L1M1|LINE|L1,-71958,NR_104644,101927528,ENSG00000229563,LINC01204
chrX,74354501,74355000,Intergenic,L1MA8|LINE|L1,50570,NM_203303,389874,ENSG00000187969,ZCCHC13
chrX,64935196,64935695,"intron (NM_001178032, intron 1 of 4)",L1P2|LINE|L1,41005,NM_018684,55906,ENSG00000126970,ZC4H2
chrX,115069056,115069555,Intergenic,Intergenic,-51689,NM_000640,3598,ENSG00000123496,IL13RA2
chrX,48847356,48847855,Intergenic,Intergenic,-11995,NM_013271,27344,ENSG00000102109,PCSK1N
chrX,21328347,21328846,Intergenic,L1PREC2|LINE|L1,-45822,NM_014927,22866,ENSG00000149970,CNKSR2
chrX,125709444,125709943,Intergenic,MER52A|LTR|ERV1,389822,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,76799764,76800263,"intron (NR_110405, intron 1 of 2)",HERVL18-int|LTR|ERVL,119347,NR_029909,494333,ENSG00000283242,MIR384
chrX,144757650,144758149,Intergenic,L1PA10|LINE|L1,-489604,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,16444894,16445393,Intergenic,Intergenic,181942,NR_039762,100616428,ENSG00000265144,MIR548AM
chrX,80025920,80026419,"intron (NM_001303475, intron 3 of 6)","intron (NM_001303475, intron 3 of 6)",3109,NM_001303475,50945,ENSG00000122145,TBX22
chrX,22024851,22025350,Intergenic,LTR1B1|LTR|ERV1,-7225,NM_000444,5251,ENSG00000102174,PHEX
chrX,94690153,94690652,Intergenic,THE1B-int|LTR|ERVL-MaLR,372824,NR_031667,100313772,ENSG00000221187,MIR548M
chrX,69511526,69512025,"intron (NM_015686, intron 1 of 2)","intron (NM_015686, intron 1 of 2)",6540,NM_015686,27112,ENSG00000130054,FAM155B
chrX,150969163,150969662,Intergenic,L2b|LINE|L2,-11095,NM_001301231,3149,ENSG00000029993,HMGB3
chrX,121737318,121737817,Intergenic,L1M1|LINE|L1,366595,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,108893999,108894498,Intergenic,L1PA10|LINE|L1,157708,NR_110652,101928358,ENSG00000237863,LOC101928358
chrX,25882612,25883111,Intergenic,L1P2|LINE|L1,-255482,NM_173699,286514,ENSG00000176774,MAGEB18
chrX,105176417,105176916,"intron (NM_017416, intron 2 of 10)","intron (NM_017416, intron 2 of 10)",44027,NM_031274,56157,ENSG00000268629,TEX13A
chrX,98105814,98106313,Intergenic,L1MA2|LINE|L1,-541528,NR_125391,10824,ENSG00000236256,DIAPH2-AS1
chrX,68711803,68712302,"intron (NM_001142504, intron 1 of 13)","intron (NM_001142504, intron 1 of 13)",18413,NM_001142504,9754,ENSG00000130052,STARD8
chrX,43486351,43486850,Intergenic,L1PA13|LINE|L1,-168307,NM_001270458,4128,ENSG00000189221,MAOA
chrX,150923243,150923742,Intergenic,Intergenic,-24676,NM_001242614,83692,ENSG00000102181,CD99L2
chrX,41465946,41466445,"intron (NM_022567, intron 1 of 1)",AluJb|SINE|Alu,18735,NM_022567,60506,ENSG00000188937,NYX
chrX,99819778,99820277,Intergenic,L1PA13|LINE|L1,590246,NM_020766,57526,ENSG00000165194,PCDH19
chrX,44416402,44416901,Intergenic,L1M1|LINE|L1,-72979,NM_025184,80258,ENSG00000183690,EFHC2
chrX,153559980,153560479,"intron (NM_001001344, intron 16 of 19)","intron (NM_001001344, intron 16 of 19)",24107,NM_001001344,492,ENSG00000067842,ATP2B3
chrX,23524779,23525278,Intergenic,L1MA2|LINE|L1,-142465,NM_006406,10549,ENSG00000123131,PRDX4
chrX,88739275,88739774,Intergenic,MSTB-int|LTR|ERVL-MaLR,-7701,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,64203557,64204390,"intron (NM_152424, intron 1 of 1)","intron (NM_152424, intron 1 of 1)",1735,NM_152424,139285,ENSG00000184675,AMER1
chrX,84579970,84580469,Intergenic,THE1B-int|LTR|ERVL-MaLR,-77766,NM_001177479,139324,ENSG00000165259,HDX
chrX,153869718,153870217,"intron (NM_001278116, intron 9 of 28)","intron (NM_001278116, intron 9 of 28)",5977,NM_001143963,3897,ENSG00000198910,L1CAM
chrX,95071866,95072365,Intergenic,L1PBa|LINE|L1,-8889,NR_031667,100313772,ENSG00000221187,MIR548M
chrX,27546259,27546758,Intergenic,THE1D-int|LTR|ERVL-MaLR,-43836,NM_001353449,347442,ENSG00000189186,DCAF8L2
chrX,152130794,152131293,"intron (NM_001204811, intron 1 of 3)","intron (NM_001204811, intron 1 of 3)",7534,NM_001251828,4109,ENSG00000124260,MAGEA10
chrX,48785046,48785545,Intergenic,Intergenic,-1279,NM_002049,2623,ENSG00000102145,GATA1
chrX,94901744,94902243,Intergenic,L1PA5|LINE|L1,161233,NR_031667,100313772,ENSG00000221187,MIR548M
chrX,130034239,130034738,"exon (NM_001184772, exon 8 of 13)","exon (NM_001184772, exon 8 of 13)",29300,NM_021946,63035,ENSG00000085185,BCORL1
chrX,128051338,128051837,"exon (NM_138289, exon 1 of 1)","exon (NM_138289, exon 1 of 1)",816,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,56588341,56588840,Intergenic,L1PA16|LINE|L1,24997,NM_013444,29978,ENSG00000188021,UBQLN2
chrX,152307941,152308440,"intron (NM_000808, intron 3 of 9)",L1PA14|LINE|L1,84109,NR_029521,406897,ENSG00000207957,MIR105-1
chrX,124114065,124114564,Intergenic,L1M1|LINE|L1,152608,NM_006603,10735,ENSG00000101972,STAG2
chrX,74979999,74980498,Intergenic,L1M1|LINE|L1,-54796,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,79886452,79886951,Intergenic,L1PBa|LINE|L1,-128052,NM_001109879,50945,ENSG00000122145,TBX22
chrX,81107203,81107702,Intergenic,MSTA-int|LTR|ERVL-MaLR,94461,NM_030763,79366,ENSG00000198157,HMGN5
chrX,132497560,132498059,Intergenic,Intergenic,-7774,NM_001170704,55796,ENSG00000076770,MBNL3
chrX,102339658,102340157,Intergenic,MER52A|LTR|ERV1,92807,NM_001099686,728343,ENSG00000269437,NXF2B
chrX,103666215,103666714,Intergenic,Intergenic,20235,NM_012286,9643,ENSG00000123562,MORF4L2
chrX,152117223,152117722,"intron (NM_001204811, intron 2 of 3)","intron (NM_001204811, intron 2 of 3)",467,NM_021049,4104,,MAGEA5
chrX,91307145,91307644,Intergenic,L1M1|LINE|L1,-127445,NM_080832,140886,ENSG00000174740,PABPC5
chrX,95561370,95561869,Intergenic,MER66-int|LTR|ERV1,-498393,NR_031667,100313772,ENSG00000221187,MIR548M
chrX,134070265,134070764,Intergenic,L1M2a1|LINE|L1,-84868,NM_004484,2719,ENSG00000147257,GPC3
chrX,130979617,130980116,Intergenic,Intergenic,-76549,NM_001281736,10495,ENSG00000165675,ENOX2
chrX,9835890,9836389,"intron (NM_001649, intron 1 of 9)",(CAGGCC)n|Simple_repeat|Simple_repeat,49710,NM_001649,357,ENSG00000146950,SHROOM2
chrX,46282732,46283231,Intergenic,MLT1F|LTR|ERVL-MaLR,44693,NR_110388,101927574,ENSG00000236751,LINC01186
chrX,75194733,75195232,"intron (NM_001363821, intron 3 of 9)",L1PA13|LINE|L1,38613,NM_001363821,139596,ENSG00000094841,UPRT
chrX,100197770,100198269,Intergenic,MLT1A0-int|LTR|ERVL-MaLR,212254,NM_020766,57526,ENSG00000165194,PCDH19
chrX,45149053,45149552,"3' UTR (NM_176819, exon 5 of 5)","3' UTR (NM_176819, exon 5 of 5)",51574,NM_024689,79742,ENSG00000147113,DIPK2B
chrX,35562223,35562722,Intergenic,L1PBb|LINE|L1,-235870,NM_001099921,139604,ENSG00000189023,MAGEB16
chrX,117743334,117743833,Intergenic,L1PA15-16|LINE|L1,230155,NM_033495,90293,ENSG00000003096,KLHL13
chrX,49242273,49242772,"intron (NM_014008, intron 3 of 16)",L2a|LINE|L2,7052,NM_014008,28952,ENSG00000101997,CCDC22
chrX,93294757,93295256,Intergenic,L1M1|LINE|L1,378572,NM_004538,4675,ENSG00000186310,NAP1L3
chrX,9802450,9802949,"intron (NM_001649, intron 1 of 9)",L2b|LINE|L2,16270,NM_001649,357,ENSG00000146950,SHROOM2
chrX,104412314,104412813,Intergenic,L1M1|LINE|L1,-153636,NM_017416,26280,ENSG00000189108,IL1RAPL2
chrX,43067467,43067966,Intergenic,L1M1|LINE|L1,-109278,NR_110387,101927501,ENSG00000224294,PINCR
chrX,57882841,57883340,Intergenic,L1M2|LINE|L1,27543,NM_007156,7789,ENSG00000198205,ZXDA
chrX,50140311,50140810,Intergenic,Intergenic,59812,NM_139289,8852,ENSG00000147081,AKAP4
chrX,8965173,8965672,Intergenic,THE1D-int|LTR|ERVL-MaLR,68705,NM_205849,171483,ENSG00000177138,FAM9B
chrX,47437880,47438379,Intergenic,Intergenic,29540,NM_001324156,7592,ENSG00000147124,ZNF41
chrX,3436477,3436976,Intergenic,(GT)n|Simple_repeat|Simple_repeat,-90074,NM_015419,25878,ENSG00000101825,MXRA5
chrX,127575863,127576362,Intergenic,THE1B-int|LTR|ERVL-MaLR,476291,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,36043594,36044093,"intron (NM_001304548, intron 25 of 63)",THE1D-int|LTR|ERVL-MaLR,124109,NM_001304548,286464,ENSG00000165164,CFAP47
chrX,23067452,23067951,"intron (NR_073010, intron 2 of 11)",L1PA15|LINE|L1,67741,NM_182699,168400,ENSG00000184735,DDX53
chrX,58040438,58040937,Intergenic,L1PA13|LINE|L1,-130054,NM_007156,7789,ENSG00000198205,ZXDA
chrX,28041489,28041988,Intergenic,Intergenic,-60289,NM_001017930,139425,ENSG00000226372,DCAF8L1
chrX,84453469,84453968,"intron (NM_001177478, intron 3 of 9)",L1MA3|LINE|L1,48735,NM_144657,139324,ENSG00000165259,HDX
chrX,5993355,5993854,"intron (NM_001282145, intron 4 of 6)","intron (NM_001282145, intron 4 of 6)",-232754,NR_136577,105373156,,LOC105373156
chrX,125350074,125350573,Intergenic,L1M1|LINE|L1,30452,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,144550782,144551281,Intergenic,L1MA2|LINE|L1,666960,NM_001012989,389898,ENSG00000276380,UBE2NL
chrX,18220463,18220962,"intron (NM_153346, intron 1 of 13)","intron (NM_153346, intron 1 of 13)",174,NM_153346,139105,ENSG00000177324,BEND2
chrX,150165119,150165618,Intergenic,Intergenic,-62636,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,35734274,35734773,Intergenic,L1PA13|LINE|L1,-63819,NM_001099921,139604,ENSG00000189023,MAGEB16
chrX,82363115,82363614,Intergenic,HERVL18-int|LTR|ERVL,-1144926,NM_000307,5456,ENSG00000196767,POU3F4
chrX,139557824,139558323,"intron (NM_000133, intron 6 of 7)",MER45C|DNA|hAT-Tip100,27337,NM_001313913,2158,ENSG00000101981,F9
chrX,52590563,52591062,Intergenic,LTR75B|LTR|ERVL,-32123,NR_027250,280659,,SSX8P
chrX,18794371,18794870,"intron (NM_152226, intron 13 of 17)",L1MB8|LINE|L1,-95676,NR_029379,100132163,,PHKA2-AS1
chrX,152168060,152168559,"exon (NM_000808, exon 10 of 10)","exon (NM_000808, exon 10 of 10)",-29731,NM_001011543,4109,ENSG00000124260,MAGEA10
chrX,106363132,106363631,Intergenic,L1PA13|LINE|L1,195076,NM_152423,139221,ENSG00000157502,PWWP3B
chrX,147389243,147389742,Intergenic,L1PA13|LINE|L1,-104764,NR_030240,574518,ENSG00000207867,MIR514A3
chrX,153038870,153039369,Intergenic,LTR16B1|LTR|ERVL,-17351,NM_013364,29944,ENSG00000183837,PNMA3
chrX,137445625,137446124,Intergenic,Tigger3c|DNA|TcMar-Tigger,-120253,NM_003413,7547,ENSG00000156925,ZIC3
chrX,71828125,71828624,Intergenic,L1M3e|LINE|L1,-43996,NR_034004,100132741,,LOC100132741
chrX,122343371,122343870,Intergenic,THE1D-int|LTR|ERVL-MaLR,-840623,NM_000828,2892,ENSG00000125675,GRIA3
chrX,153312537,153313036,Intergenic,Intergenic,8981,NM_001354980,105373377,ENSG00000225110,PNMA6F
chrX,55322988,55323487,Intergenic,L1M3e|LINE|L1,43149,NR_130179,100421746,ENSG00000232765,LOC100421746
chrX,64376831,64377330,"intron (NM_017677, intron 1 of 13)",MSTA-int|LTR|ERVL-MaLR,18372,NM_017677,55613,ENSG00000102043,MTMR8
chrX,57070316,57070815,Intergenic,Intergenic,50981,NM_001006681,474343,ENSG00000186787,SPIN2B
chrX,127472943,127473442,Intergenic,L1PB1|LINE|L1,579211,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,152072061,152072560,Intergenic,Intergenic,45629,NM_021049,4104,,MAGEA5
chrX,149073800,149074299,Intergenic,HERVL18-int|LTR|ERVL,354958,NM_001170628,2334,ENSG00000155966,AFF2
chrX,83666737,83667236,Intergenic,L1PA13|LINE|L1,158696,NM_000307,5456,ENSG00000196767,POU3F4
chrX,63985173,63985672,Intergenic,L1MB7|LINE|L1,-199335,NR_031567,100302115,ENSG00000222532,MIR1468
chrX,38867835,38868334,Intergenic,MER115|DNA|hAT-Tip100,-64201,NR_046706,100874211,,MID1IP1-AS1
chrX,19063962,19064461,"intron (NM_001184833, intron 3 of 27)",LTR16C|LTR|ERVL,58257,NM_001184835,10149,ENSG00000173698,ADGRG2
chrX,150164348,150164847,Intergenic,Intergenic,-63407,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,33974693,33975192,Intergenic,L1PA14|LINE|L1,157388,NM_203408,158724,ENSG00000185448,FAM47A
chrX,126065516,126066015,Intergenic,LTR2752|LTR|ERV1,-43997,NR_110409,101928495,ENSG00000237208,LOC101928495
chrX,149468859,149469358,Intergenic,Intergenic,36198,NR_104128,3423,ENSG00000010404,IDS
chrX,58034823,58035322,Intergenic,L1PA10|LINE|L1,-124439,NM_007156,7789,ENSG00000198205,ZXDA
chrX,71127270,71127769,"intron (NM_005120, intron 21 of 44)","intron (NM_005120, intron 21 of 44)",8923,NM_005120,9968,ENSG00000184634,MED12
chrX,9932269,9932768,"exon (NM_001649, exon 6 of 10)","exon (NM_001649, exon 6 of 10)",20026,NM_001320663,357,ENSG00000146950,SHROOM2
chrX,71816081,71816580,Intergenic,Intergenic,-31952,NR_034004,100132741,,LOC100132741
chrX,27419322,27419821,Intergenic,L1M1|LINE|L1,43770,NM_207319,139420,ENSG00000224960,PPP4R3C
chrX,25428765,25429264,Intergenic,L1M1|LINE|L1,-413049,NM_139058,170302,ENSG00000004848,ARX
chrX,46780221,46780720,Intergenic,LTR16A|LTR|ERVL,-21352,NM_032591,84679,ENSG00000065923,SLC9A7
chrX,132328632,132329131,"intron (NR_110410, intron 2 of 2)",MLT1A1-int|LTR|ERVL-MaLR,84694,NM_001170702,55796,ENSG00000076770,MBNL3
chrX,5552175,5552674,Intergenic,LTR1A1|LTR|ERV1,-673934,NR_136577,105373156,,LOC105373156
chrX,82932298,82932797,Intergenic,MER52A|LTR|ERV1,-575743,NM_000307,5456,ENSG00000196767,POU3F4
chrX,20306635,20307134,Intergenic,MER115|DNA|hAT-Tip100,-39975,NM_004586,6197,ENSG00000177189,RPS6KA3
chrX,130299304,130299803,Intergenic,MER52C|LTR|ERV1,-30654,NM_017666,55609,ENSG00000056277,ZNF280C
chrX,11765429,11765928,"exon (NM_001193270, exon 9 of 13)","exon (NM_001193270, exon 9 of 13)",6031,NM_006800,10943,ENSG00000005302,MSL3
chrX,46929504,46930003,"intron (NM_014735, intron 1 of 10)","intron (NM_014735, intron 1 of 10)",17332,NM_014735,9767,ENSG00000102221,JADE3
chrX,48604637,48605136,"exon (NM_001347217, exon 10 of 10)","exon (NM_001347217, exon 10 of 10)",7394,NM_001347217,64743,ENSG00000101940,WDR13
chrX,84591648,84592147,Intergenic,L1PA10|LINE|L1,-89444,NM_001177479,139324,ENSG00000165259,HDX
chrX,153059395,153059894,"3' UTR (NM_001282535, exon 3 of 3)","3' UTR (NM_001282535, exon 3 of 3)",3174,NM_001282535,29944,ENSG00000183837,PNMA3
chrX,117674837,117675336,Intergenic,L1PA15|LINE|L1,298652,NM_033495,90293,ENSG00000003096,KLHL13
chrX,54929476,54929975,"exon (NM_001039705, exon 12 of 13)","exon (NM_001039705, exon 12 of 13)",2420,NR_145717,109616961,ENSG00000221750,SNORA11G
chrX,4239666,4240165,Intergenic,Intergenic,-319173,NR_146579,729162,,FAM239B
chrX,142194339,142194838,Intergenic,Intergenic,10702,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,121431385,121431884,Intergenic,LTR12C|LTR|ERV1,60662,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,150214052,150214551,Intergenic,Intergenic,-13703,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,18408959,18409458,Intergenic,AluJr|SINE|Alu,-16397,NM_003159,6792,ENSG00000008086,CDKL5
chrX,88363558,88364057,Intergenic,L1PBa|LINE|L1,-383418,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,21573277,21573776,"intron (NM_001168648, intron 13 of 20)",THE1C-int|LTR|ERVL-MaLR,84804,NM_153270,257240,ENSG00000185915,KLHL34
chrX,48509442,48509941,promoter-TSS (NM_203474),promoter-TSS (NM_203474),-93,NM_203474,64840,ENSG00000102312,PORCN
chrX,87167397,87167896,Intergenic,MSTA-int|LTR|ERVL-MaLR,-350156,NM_057162,56062,ENSG00000102271,KLHL4
chrX,64314486,64314985,"intron (NM_017677, intron 12 of 13)",L1PA13|LINE|L1,80717,NM_017677,55613,ENSG00000102043,MTMR8
chrX,51223761,51224260,Intergenic,MER1B|DNA|hAT-Charlie,-52589,NR_110382,101926971,ENSG00000230317,LINC01284
chrX,47489925,47490424,Intergenic,MLT1G1|LTR|ERVL-MaLR,-6905,NM_001324142,7592,ENSG00000147124,ZNF41
chrX,23334980,23335479,"intron (NM_173495, intron 1 of 2)",CpG-29529,380,NM_173495,139411,ENSG00000165186,PTCHD1
chrX,153651429,153651928,TTS (NM_001395),TTS (NM_001395),4475,NM_001318503,1852,ENSG00000130829,DUSP9
chrX,94196543,94197042,Intergenic,THE1B-int|LTR|ERVL-MaLR,522586,NM_001171110,286499,ENSG00000179083,FAM133A
chrX,42171908,42172407,Intergenic,Intergenic,-248603,NM_001367721,8573,ENSG00000147044,CASK
chrX,33952684,33953183,Intergenic,THE1B-int|LTR|ERVL-MaLR,179397,NM_203408,158724,ENSG00000185448,FAM47A
chrX,118875286,118875785,"intron (NR_110393, intron 6 of 6)",MSTD-int|LTR|ERVL-MaLR,35979,NR_110393,101928287,ENSG00000203650,LINC01285
chrX,86084711,86085210,Intergenic,Intergenic,-37402,NM_001145414,1121,ENSG00000188419,CHM
chrX,39554907,39555406,Intergenic,MLT1H1|LTR|ERVL-MaLR,-106060,NR_037501,100500822,ENSG00000263730,MIR3937
chrX,48981228,48981727,"intron (NM_020137, intron 19 of 25)","intron (NM_020137, intron 19 of 25)",-9633,NM_004979,3750,ENSG00000102057,KCND1
chrX,73863653,73864152,Intergenic,L1M3e|LINE|L1,-11149,NR_001564,7503,ENSG00000229807,XIST
chrX,132931133,132931632,"intron (NM_001077188, intron 3 of 5)",L1M4b|LINE|L1,29988,NM_001077188,90161,ENSG00000171004,HS6ST2
chrX,76568200,76568699,Intergenic,L1PA6|LINE|L1,140739,NM_020932,57692,ENSG00000198934,MAGEE1
chrX,108156991,108157490,"exon (NM_001847, exon 45 of 45)","exon (NM_001847, exon 45 of 45)",65462,NM_052936,115201,ENSG00000101844,ATG4A
chrX,119999196,119999695,Intergenic,Intergenic,16106,NR_131250,101928941,ENSG00000234493,RHOXF1P1
chrX,121387568,121388067,Intergenic,THE1C-int|LTR|ERVL-MaLR,16845,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,117409333,117409832,Intergenic,L1PA13|LINE|L1,564156,NM_033495,90293,ENSG00000003096,KLHL13
chrX,139973445,139973944,Intergenic,MLT1F|LTR|ERVL-MaLR,-8173,NM_001013403,347487,ENSG00000203933,CXorf66
chrX,27758760,27759259,Intergenic,L1PA5|LINE|L1,-48981,NM_182506,139422,ENSG00000177689,MAGEB10
chrX,93848793,93849292,Intergenic,L1M2|LINE|L1,174836,NM_001171110,286499,ENSG00000179083,FAM133A
chrX,79238749,79239248,Intergenic,L1M1|LINE|L1,68026,NM_032553,84636,ENSG00000147138,GPR174
chrX,9523259,9523758,"intron (NM_001139466, intron 2 of 17)","intron (NM_001139466, intron 2 of 17)",58450,NM_005647,6907,ENSG00000101849,TBL1X
chrX,131067564,131068063,"intron (NM_001282607, intron 1 of 11)","intron (NM_001282607, intron 1 of 11)",9467,NM_144967,158763,ENSG00000147256,ARHGAP36
chrX,135916950,135917449,Intergenic,LTR28B|LTR|ERV1,23483,NM_018666,55511,ENSG00000181433,SAGE1
chrX,68558765,68559264,Intergenic,AluSz|SINE|Alu,59963,NM_173834,286451,ENSG00000181704,YIPF6
chrX,55637194,55637693,Intergenic,MER52A|LTR|ERV1,14043,NM_198451,139628,ENSG00000189299,FOXR2
chrX,84274002,84274501,Intergenic,THE1B-int|LTR|ERVL-MaLR,-48423,NR_031690,100302191,ENSG00000221494,MIR548I4
chrX,151815841,151816340,Intergenic,Intergenic,81344,NM_005140,1260,ENSG00000183862,CNGA2
chrX,149884000,149884499,"5' UTR (NM_005364, exon 3 of 3)","5' UTR (NM_005364, exon 3 of 3)",3066,NM_005364,4107,ENSG00000156009,MAGEA8
chrX,144758746,144759245,Intergenic,L1M1|LINE|L1,-488508,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,106903927,106904426,promoter-TSS (NM_138382),promoter-TSS (NM_138382),-835,NM_138382,92129,ENSG00000147223,RIPPLY1
chrX,128985975,128986474,Intergenic,THE1B-int|LTR|ERVL-MaLR,537266,NM_003069,6594,ENSG00000102038,SMARCA1
chrX,42049758,42050257,Intergenic,AluJb|SINE|Alu,-126453,NM_001367721,8573,ENSG00000147044,CASK
chrX,129220371,129220870,Intergenic,Intergenic,302870,NM_003069,6594,ENSG00000102038,SMARCA1
chrX,120832965,120833464,Intergenic,L1PA8|LINE|L1,42711,NM_001145718,643311,ENSG00000236446,CT47B1
chrX,56068819,56069318,"intron (NM_001324104, intron 2 of 6)",L1PA14|LINE|L1,160783,NM_001324104,11279,ENSG00000102349,KLF8
chrX,145265913,145266412,Intergenic,L1PA15|LINE|L1,18659,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,18226267,18226766,Intergenic,Intergenic,-5612,NM_001184767,139105,ENSG00000177324,BEND2
chrX,145779632,145780131,Intergenic,MSTA-int|LTR|ERVL-MaLR,-37948,NM_032539,84631,ENSG00000185985,SLITRK2
chrX,57266731,57267230,Intergenic,L1PA12|LINE|L1,-19697,NM_001353840,158584,ENSG00000165591,FAAH2
chrX,11148322,11148821,"intron (NM_001287242, intron 10 of 12)","intron (NM_001287242, intron 10 of 12)",37239,NM_001122608,3052,ENSG00000004961,HCCS
chrX,98532015,98532514,Intergenic,L1MA1|LINE|L1,-967729,NR_125391,10824,ENSG00000236256,DIAPH2-AS1
chrX,45497400,45497899,Intergenic,L1MA2|LINE|L1,-7739,NR_104644,101927528,ENSG00000229563,LINC01204
chrX,70049655,70050154,promoter-TSS (NM_001002254),promoter-TSS (NM_001002254),34,NM_001002254,158835,ENSG00000147160,AWAT2
chrX,7833645,7834144,Intergenic,Intergenic,-8368,NM_013452,26609,ENSG00000182583,VCX
chrX,81270554,81271053,"intron (NM_003022, intron 1 of 3)",L1PA7|LINE|L1,68701,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,67088923,67089422,Intergenic,L1MA4A|LINE|L1,-449874,NM_001199687,60401,ENSG00000131080,EDA2R
chrX,85220081,85220580,"intron (NM_001367858, intron 2 of 11)",L1M1|LINE|L1,9624,NR_110651,101928128,,LOC101928128
chrX,135390904,135391403,Intergenic,LTR16C|LTR|ERVL,-5276,NR_104652,100506790,ENSG00000229015,LOC100506790
chrX,85985450,85985949,"intron (NM_001320959, intron 2 of 14)",L1PA14|LINE|L1,61607,NM_001362518,1121,ENSG00000188419,CHM
chrX,28015783,28016282,Intergenic,Intergenic,-34583,NM_001017930,139425,ENSG00000226372,DCAF8L1
chrX,86040012,86040511,"intron (NM_001145414, intron 1 of 4)",LTR1D|LTR|ERV1,7045,NM_001362518,1121,ENSG00000188419,CHM
chrX,36123950,36124449,"intron (NM_001304548, intron 33 of 63)",L1MA2|LINE|L1,204465,NM_001304548,286464,ENSG00000165164,CFAP47
chrX,128451125,128451624,Intergenic,L1M2b|LINE|L1,-398971,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,8657744,8658243,"intron (NM_000216, intron 2 of 13)",LTR16C|LTR|ERVL,74144,NM_000216,3730,ENSG00000011201,ANOS1
chrX,67299519,67300018,Intergenic,L1M3a|LINE|L1,-244253,NM_000044,367,ENSG00000169083,AR
chrX,16685117,16685616,"intron (NM_019857, intron 8 of 18)","intron (NM_019857, intron 8 of 18)",26851,NM_001144002,56474,ENSG00000047230,CTPS2
chrX,88666066,88666565,Intergenic,L1PA14|LINE|L1,-80910,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,147263907,147264406,Intergenic,MER1B|DNA|hAT-Charlie,-3531,NR_030236,574514,ENSG00000208000,MIR509-1
chrX,84893800,84894299,Intergenic,L1PA12|LINE|L1,-40102,NR_024062,100131816,ENSG00000229547,UBE2DNL
chrX,54531910,54532409,"intron (NM_001184819, intron 1 of 15)","intron (NM_001184819, intron 1 of 15)",1940,NM_019067,54552,ENSG00000130119,GNL3L
chrX,78302693,78303192,"intron (NM_006639, intron 1 of 2)",L1MA2|LINE|L1,24669,NM_001282187,10800,ENSG00000173198,CYSLTR1
chrX,125359086,125359585,Intergenic,THE1B-int|LTR|ERVL-MaLR,39464,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,76851078,76851577,"intron (NR_110403, intron 1 of 3)",L1PA16|LINE|L1,68033,NR_029909,494333,ENSG00000283242,MIR384
chrX,151921140,151921639,"intron (NM_001011550, intron 1 of 2)","intron (NM_001011550, intron 1 of 2)",3101,NM_001011550,4103,ENSG00000147381,MAGEA4
chrX,52811279,52811778,promoter-TSS (NM_130775),promoter-TSS (NM_130775),-676,NM_130775,170627,ENSG00000171405,XAGE5
chrX,40253946,40254445,Intergenic,AluJb|SINE|Alu,-8722,NR_110386,101927476,ENSG00000236393,LOC101927476
chrX,81755021,81755520,Intergenic,L1PA11|LINE|L1,553168,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,81327723,81328222,Intergenic,MSTB2-int|LTR|ERVL-MaLR,125870,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,100908246,100909222,Intergenic,Intergenic,20183,NM_212559,402415,ENSG00000182489,XKRX
chrX,101696435,101696934,Intergenic,L1MA1|LINE|L1,-36834,NM_014782,9823,ENSG00000184867,ARMCX2
chrX,119882383,119882882,Intergenic,MIRc|SINE|MIR,10800,NM_004541,4694,ENSG00000125356,NDUFA1
