"","gs","gene","Gene.stable.ID","Gene.stable.ID.1","HGNC.symbol","mouse"
"4885","Atf3","PSMB3","ENSMUSG00000069744","ENSG00000277791","PSMB3","Psmb3"
"4886","Atf3","SYT11","ENSMUSG00000068923","ENSG00000132718","SYT11","Syt11"
"4887","Atf3","DUSP5","ENSMUSG00000034765","ENSG00000138166","DUSP5","Dusp5"
"4888","Atf3","ANO5","ENSMUSG00000055489","ENSG00000171714","ANO5","Ano5"
"4889","Atf3","COPZ1","ENSMUSG00000060992","ENSG00000111481","COPZ1","Copz1"
"4890","Atf3","LRRTM2","ENSMUSG00000071862","ENSG00000146006","LRRTM2","Lrrtm2"
"4891","Atf3","CNP","ENSMUSG00000006782","ENSG00000173786","CNP","Cnp"
"4893","Atf3","HSD17B12","ENSMUSG00000027195","ENSG00000149084","HSD17B12","Hsd17b12"
"4894","Atf3","HSBP1","ENSMUSG00000031839","ENSG00000230989","HSBP1","Hsbp1"
"4896","Atf3","RPL29","ENSMUSG00000048758","ENSG00000162244","RPL29","Rpl29"
"4897","Atf3","THOC7","ENSMUSG00000053453","ENSG00000163634","THOC7","Thoc7"
"4898","Atf3","SERPING1","ENSMUSG00000023224","ENSG00000149131","SERPING1","Serping1"
"4899","Atf3","CD14","ENSMUSG00000051439","ENSG00000170458","CD14","Cd14"
"4900","Atf3","MRPL43","ENSMUSG00000025208","ENSG00000055950","MRPL43","Mrpl43"
"4901","Atf3","COX6C","ENSMUSG00000014313","ENSG00000164919","COX6C","Cox6c"
"4902","Atf3","CST3","ENSMUSG00000027447","ENSG00000101439","CST3","Cst3"
"4903","Atf3","PTP4A1","ENSMUSG00000117310","ENSG00000112245","PTP4A1","Ptp4a1"
"4906","Atf3","PDAP1","ENSMUSG00000029623","ENSG00000106244","PDAP1","Pdap1"
"4907","Atf3","DNAJC8","ENSMUSG00000054405","ENSG00000126698","DNAJC8","Dnajc8"
"4908","Atf3","MOAP1","ENSMUSG00000096458","ENSG00000165943","MOAP1","Moap1"
"4911","Atf3","TMEM50A","ENSMUSG00000028822","ENSG00000183726","TMEM50A","Tmem50a"
"4912","Atf3","ADH1B","ENSMUSG00000074207","ENSG00000196616","ADH1B","Adh1"
"4913","Atf3","ADH1C","ENSMUSG00000074207","ENSG00000248144","ADH1C","Adh1"
"4914","Atf3","ADH1A","ENSMUSG00000074207","ENSG00000187758","ADH1A","Adh1"
"4915","Atf3","CALCA","ENSMUSG00000030669","ENSG00000110680","CALCA","Calca"
"4916","Atf3","APRT","ENSMUSG00000006589","ENSG00000198931","APRT","Aprt"
"4917","Atf3","MARCHF6","ENSMUSG00000039100","ENSG00000145495","MARCHF6","Marchf6"
"4918","Atf3","ERICH5","ENSMUSG00000044726","ENSG00000177459","ERICH5","Erich5"
"4919","Atf3","LGALS3","ENSMUSG00000050335","ENSG00000131981","LGALS3","Lgals3"
"4920","Atf3","FAM107B","ENSMUSG00000026655","ENSG00000065809","FAM107B","Fam107b"
"4921","Atf3","EIF3D","ENSMUSG00000016554","ENSG00000100353","EIF3D","Eif3d"
"4922","Atf3","LRPAP1","ENSMUSG00000029103","ENSG00000163956","LRPAP1","Lrpap1"
"4923","Atf3","FKBP3","ENSMUSG00000020949","ENSG00000100442","FKBP3","Fkbp3"
"4924","Atf3","APOL3","ENSMUSG00000068252","ENSG00000128284","APOL3","Apol7b"
"4925","Atf3","APOL4","ENSMUSG00000068252","ENSG00000100336","APOL4","Apol7b"
"4926","Atf3","APOL2","ENSMUSG00000068252","ENSG00000128335","APOL2","Apol7b"
"4927","Atf3","APOL1","ENSMUSG00000068252","ENSG00000100342","APOL1","Apol7b"
"4929","Atf3","TMEM54","ENSMUSG00000028786","ENSG00000121900","TMEM54","Tmem54"
"4930","Atf3","RPS13","ENSMUSG00000090862","ENSG00000110700","RPS13","Rps13"
"4933","Atf3","HSP90B1","ENSMUSG00000020048","ENSG00000166598","HSP90B1","Hsp90b1"
"4936","Atf3","CCDC92","ENSMUSG00000037979","ENSG00000119242","CCDC92","Ccdc92"
"4937","Atf3","EBNA1BP2","ENSMUSG00000028729","ENSG00000117395","EBNA1BP2","Ebna1bp2"
"4940","Atf3","GFRA3","ENSMUSG00000024366","ENSG00000146013","GFRA3","Gfra3"
"4941","Atf3","UBE2S","ENSMUSG00000060860","ENSG00000108106","UBE2S","Ube2s"
"4942","Atf3","PCIF1","ENSMUSG00000039849","ENSG00000100982","PCIF1","Pcif1"
"4943","Atf3","BRK1","ENSMUSG00000033940","ENSG00000254999","BRK1","Brk1"
"4944","Atf3","RPS5","ENSMUSG00000012848","ENSG00000083845","RPS5","Rps5"
"4945","Atf3","CD74","ENSMUSG00000024610","ENSG00000019582","CD74","Cd74"
"4946","Atf3","RTL8C","ENSMUSG00000067925","ENSG00000134590","RTL8C","Rtl8a"
"4947","Atf3","HMOX1","ENSMUSG00000005413","ENSG00000100292","HMOX1","Hmox1"
"4948","Atf3","FAU","ENSMUSG00000038274","ENSG00000149806","FAU","Fau"
"4949","Atf3","CBR1","ENSMUSG00000051483","ENSG00000159228","CBR1","Cbr1"
"4950","Atf3","ARF1","ENSMUSG00000048076","ENSG00000143761","ARF1","Arf1"
"4951","Atf3","NDUFB3","ENSMUSG00000026032","ENSG00000119013","NDUFB3","Ndufb3"
"4952","Atf3","PRDX6","ENSMUSG00000026701","ENSG00000117592","PRDX6","Prdx6"
"4953","Atf3","RPL32","ENSMUSG00000057841","ENSG00000144713","RPL32","Rpl32"
"4954","Atf3","CFL1","ENSMUSG00000056201","ENSG00000172757","CFL1","Cfl1"
"4955","Atf3","PLEKHA7","ENSMUSG00000045659","ENSG00000166689","PLEKHA7","Plekha7"
"4956","Atf3","ACOT13","ENSMUSG00000006717","ENSG00000112304","ACOT13","Acot13"
"4957","Atf3","VSIG4","ENSMUSG00000044206","ENSG00000155659","VSIG4","Vsig4"
"4958","Atf3","SOX10","ENSMUSG00000033006","ENSG00000100146","SOX10","Sox10"
"4960","Atf3","PDCL3","ENSMUSG00000026078","ENSG00000115539","PDCL3","Pdcl3"
"4962","Atf3","NRGN","ENSMUSG00000053310","ENSG00000154146","NRGN","Nrgn"
"4964","Atf3","TMEM14C","ENSMUSG00000021361","ENSG00000111843","TMEM14C","Tmem14c"
"4965","Atf3","KRT10","ENSMUSG00000019761","ENSG00000186395","KRT10","Krt10"
"4966","Atf3","EIF1","ENSMUSG00000035530","ENSG00000173812","EIF1","Eif1"
"4967","Atf3","SELENOP","ENSMUSG00000064373","ENSG00000250722","SELENOP","Selenop"
"4969","Atf3","CERS2","ENSMUSG00000015714","ENSG00000143418","CERS2","Cers2"
"4970","Atf3","NDUFB11","ENSMUSG00000031059","ENSG00000147123","NDUFB11","Ndufb11"
"4971","Atf3","MRPL57","ENSMUSG00000021967","ENSG00000173141","MRPL57","Mrpl57"
"4973","Atf3","EIF1B","ENSMUSG00000006941","ENSG00000114784","EIF1B","Eif1b"
"4974","Atf3","RPL6","ENSMUSG00000029614","ENSG00000089009","RPL6","Rpl6"
"4975","Atf3","GUK1","ENSMUSG00000020444","ENSG00000143774","GUK1","Guk1"
"4976","Atf3","CEBPD","ENSMUSG00000071637","ENSG00000221869","CEBPD","Cebpd"
"4977","Atf3","HLA-DRA","ENSMUSG00000036322","ENSG00000204287","HLA-DRA","H2-Ea"
"4978","Atf3","GLO1","ENSMUSG00000024026","ENSG00000124767","GLO1","Glo1"
"4979","Atf3","CWC15","ENSMUSG00000004096","ENSG00000150316","CWC15","Cwc15"
"4980","Atf3","DYNLRB1","ENSMUSG00000047459","ENSG00000125971","DYNLRB1","Dynlrb1"
"4981","Atf3","S100A6","ENSMUSG00000001025","ENSG00000197956","S100A6","S100a6"
"4982","Atf3","UQCRB","ENSMUSG00000021520","ENSG00000156467","UQCRB","Uqcrb"
"4983","Atf3","RPL30","ENSMUSG00000058600","ENSG00000156482","RPL30","Rpl30"
"4984","Atf3","RPS27L","ENSMUSG00000036781","ENSG00000185088","RPS27L","Rps27l"
"4985","Atf3","RFLNB","ENSMUSG00000020846","ENSG00000183688","RFLNB","Rflnb"
"4986","Atf3","DBI","ENSMUSG00000026385","ENSG00000155368","DBI","Dbi"
"4987","Atf3","NDN","ENSMUSG00000033585","ENSG00000182636","NDN","Ndn"
"4988","Atf3","VIM","ENSMUSG00000026728","ENSG00000026025","VIM","Vim"
"4990","Atf3","DAD1","ENSMUSG00000022174","ENSG00000129562","DAD1","Dad1"
"4991","Atf3","CAVIN1","ENSMUSG00000004044","ENSG00000177469","CAVIN1","Cavin1"
"4992","Atf3","PPP1R11","ENSMUSG00000036398","ENSG00000204619","PPP1R11","Ppp1r11"
"4994","Atf3","RPL4","ENSMUSG00000032399","ENSG00000174444","RPL4","Rpl4"
"4995","Atf3","CSRP1","ENSMUSG00000026421","ENSG00000159176","CSRP1","Csrp1"
"4996","Atf3","DEGS1","ENSMUSG00000038633","ENSG00000143753","DEGS1","Degs1"
"4997","Atf3","KIFAP3","ENSMUSG00000026585","ENSG00000075945","KIFAP3","Kifap3"
"4998","Atf3","IGHA1","ENSMUSG00000095079","ENSG00000211895","IGHA1","Igha"
"4999","Atf3","IGHA2","ENSMUSG00000095079","ENSG00000211890","IGHA2","Igha"
"5000","Atf3","TNFAIP8L3","ENSMUSG00000074345","ENSG00000183578","TNFAIP8L3","Tnfaip8l3"
"5001","Atf3","INAFM1","ENSMUSG00000091811","ENSG00000257704","INAFM1","Inafm1"
"5003","Atf3","PGLS","ENSMUSG00000031807","ENSG00000130313","PGLS","Pgls"
"5004","Atf3","EEF1B2","ENSMUSG00000025967","ENSG00000114942","EEF1B2","Eef1b2"
"5005","Atf3","COL13A1","ENSMUSG00000058806","ENSG00000197467","COL13A1","Col13a1"
"5006","Atf3","TGFBI","ENSMUSG00000035493","ENSG00000120708","TGFBI","Tgfbi"
"5008","Atf3","GADD45G","ENSMUSG00000021453","ENSG00000130222","GADD45G","Gadd45g"
"5009","Atf3","CCT8","ENSMUSG00000025613","ENSG00000156261","CCT8","Cct8"
"5010","Atf3","ILF2","ENSMUSG00000001016","ENSG00000143621","ILF2","Ilf2"
"5011","Atf3","BMF","ENSMUSG00000040093","ENSG00000104081","BMF","Bmf"
"5012","Atf3","RAD23A","ENSMUSG00000003813","ENSG00000179262","RAD23A","Rad23a"
"5013","Atf3","PGK1","ENSMUSG00000062070","ENSG00000102144","PGK1","Pgk1"
"5015","Atf3","SAT1","ENSMUSG00000025283","ENSG00000130066","SAT1","Sat1"
"5016","Atf3","VGF","ENSMUSG00000037428","ENSG00000128564","VGF","Vgf"
"5017","Atf3","DMAC1","ENSMUSG00000028398","ENSG00000137038","DMAC1","Dmac1"
"5018","Atf3","RHOU","ENSMUSG00000039960","ENSG00000116574","RHOU","Rhou"
"5019","Atf3","CYBA","ENSMUSG00000006519","ENSG00000051523","CYBA","Cyba"
"5020","Atf3","IGFBP7","ENSMUSG00000036256","ENSG00000163453","IGFBP7","Igfbp7"
"5022","Atf3","EMC4","ENSMUSG00000027131","ENSG00000128463","EMC4","Emc4"
"5024","Atf3","MAD2L2","ENSMUSG00000029003","ENSG00000116670","MAD2L2","Mad2l2"
"5025","Atf3","HSPA8","ENSMUSG00000015656","ENSG00000109971","HSPA8","Hspa8"
"5026","Atf3","C1QB","ENSMUSG00000036905","ENSG00000173369","C1QB","C1qb"
"5029","Atf3","ACLY","ENSMUSG00000020917","ENSG00000131473","ACLY","Acly"
"5031","Atf3","ACP1","ENSMUSG00000044573","ENSG00000143727","ACP1","Acp1"
"5032","Atf3","C1QA","ENSMUSG00000036887","ENSG00000173372","C1QA","C1qa"
"5033","Atf3","TUBB4B","ENSMUSG00000036752","ENSG00000188229","TUBB4B","Tubb4b"
"5036","Atf3","RPS15","ENSMUSG00000063457","ENSG00000115268","RPS15","Rps15"
"5037","Atf3","CCDC167","ENSMUSG00000024018","ENSG00000198937","CCDC167","Ccdc167"
"5038","Atf3","TUBB","ENSMUSG00000001525","ENSG00000196230","TUBB","Tubb5"
"5039","Atf3","CCL3","ENSMUSG00000000982","ENSG00000277632","CCL3","Ccl3"
"5040","Atf3","CCL18","ENSMUSG00000000982","ENSG00000275385","CCL18","Ccl3"
"5041","Atf3","CCL3L3","ENSMUSG00000000982","ENSG00000276085","CCL3L3","Ccl3"
"5042","Atf3","CCL3L1","ENSMUSG00000000982","ENSG00000276085","CCL3L1","Ccl3"
"5043","Atf3","LAMTOR5","ENSMUSG00000087260","ENSG00000134248","LAMTOR5","Lamtor5"
"5044","Atf3","UQCC2","ENSMUSG00000024208","ENSG00000137288","UQCC2","Uqcc2"
"5045","Atf3","TCEAL7","ENSMUSG00000079428","ENSG00000182916","TCEAL7","Tceal7"
"5047","Atf3","COPS7A","ENSMUSG00000030127","ENSG00000111652","COPS7A","Cops7a"
"5051","Atf3","SRP14","ENSMUSG00000009549","ENSG00000140319","SRP14","Srp14"
"5056","Atf3","STARD4","ENSMUSG00000024378","ENSG00000164211","STARD4","Stard4"
"5057","Atf3","MIEN1","ENSMUSG00000002580","ENSG00000141741","MIEN1","Mien1"
"5058","Atf3","VDAC3","ENSMUSG00000008892","ENSG00000078668","VDAC3","Vdac3"
"5059","Atf3","NR2F2","ENSMUSG00000030551","ENSG00000185551","NR2F2","Nr2f2"
"5062","Atf3","RPS29","ENSMUSG00000034892","ENSG00000213741","RPS29","Rps29"
"5063","Atf3","HLA-DMB","ENSMUSG00000037548","ENSG00000242574","HLA-DMB","H2-DMb2"
"5064","Atf3","ZNF32","ENSMUSG00000059689","ENSG00000169740","ZNF32","Zfp637"
"5065","Atf3","ALDH2","ENSMUSG00000029455","ENSG00000111275","ALDH2","Aldh2"
"5066","Atf3","NDUFA12","ENSMUSG00000020022","ENSG00000184752","NDUFA12","Ndufa12"
"5067","Atf3","EIF3H","ENSMUSG00000022312","ENSG00000147677","EIF3H","Eif3h"
"5068","Atf3","FAM219B","ENSMUSG00000032305","ENSG00000178761","FAM219B","Fam219b"
"5069","Atf3","HINT2","ENSMUSG00000028470","ENSG00000137133","HINT2","Hint2"
"5070","Atf3","ELMOD1","ENSMUSG00000041986","ENSG00000110675","ELMOD1","Elmod1"
"5071","Atf3","FOXD3","ENSMUSG00000067261","ENSG00000187140","FOXD3","Foxd3"
"5072","Atf3","SPARC","ENSMUSG00000018593","ENSG00000113140","SPARC","Sparc"
"5073","Atf3","MRFAP1L1","ENSMUSG00000055302","ENSG00000178988","MRFAP1L1","Mrfap1"
"5074","Atf3","MRFAP1","ENSMUSG00000055302","ENSG00000179010","MRFAP1","Mrfap1"
"5075","Atf3","HOPX","ENSMUSG00000059325","ENSG00000171476","HOPX","Hopx"
"5076","Atf3","PFN1","ENSMUSG00000018293","ENSG00000108518","PFN1","Pfn1"
"5077","Atf3","PNMA1","ENSMUSG00000054383","ENSG00000176903","PNMA1","Pnma1"
"5079","Atf3","PRPF8","ENSMUSG00000020850","ENSG00000174231","PRPF8","Prpf8"
"5080","Atf3","UQCR10","ENSMUSG00000059534","ENSG00000184076","UQCR10","Uqcr10"
"5081","Atf3","SELENOK","ENSMUSG00000042682","ENSG00000113811","SELENOK","Selenok"
"5082","Atf3","AHNAK2","ENSMUSG00000118667","ENSG00000185567","AHNAK2","Ahnak2"
"5083","Atf3","RPL37A","ENSMUSG00000046330","ENSG00000197756","RPL37A","Rpl37a"
"5084","Atf3","SQLE","ENSMUSG00000022351","ENSG00000104549","SQLE","Sqle"
"5085","Atf3","VCP","ENSMUSG00000028452","ENSG00000165280","VCP","Vcp"
"5086","Atf3","KCNK12","ENSMUSG00000050138","ENSG00000184261","KCNK12","Kcnk12"
"5087","Atf3","FN1","ENSMUSG00000026193","ENSG00000115414","FN1","Fn1"
"5088","Atf3","NEFL","ENSMUSG00000022055","ENSG00000277586","NEFL","Nefl"
"5091","Atf3","PMM1","ENSMUSG00000022474","ENSG00000100417","PMM1","Pmm1"
"5092","Atf3","ZFP36L2","ENSMUSG00000045817","ENSG00000152518","ZFP36L2","Zfp36l2"
"5093","Atf3","EMD","ENSMUSG00000001964","ENSG00000102119","EMD","Emd"
"5094","Atf3","ZFP36L1","ENSMUSG00000021127","ENSG00000185650","ZFP36L1","Zfp36l1"
"5095","Atf3","UQCRQ","ENSMUSG00000044894","ENSG00000164405","UQCRQ","Uqcrq"
"5096","Atf3","LGALS1","ENSMUSG00000068220","ENSG00000100097","LGALS1","Lgals1"
"5097","Atf3","SF3B6","ENSMUSG00000037361","ENSG00000115128","SF3B6","Sf3b6"
"5099","Atf3","SNU13","ENSMUSG00000063480","ENSG00000100138","SNU13","Snu13"
"5100","Atf3","TLN1","ENSMUSG00000028465","ENSG00000137076","TLN1","Tln1"
"5101","Atf3","PCOLCE2","ENSMUSG00000015354","ENSG00000163710","PCOLCE2","Pcolce2"
"5102","Atf3","LDHB","ENSMUSG00000030246","ENSG00000111716","LDHB","Ldhb"
"5104","Atf3","UFC1","ENSMUSG00000062963","ENSG00000143222","UFC1","Ufc1"
"5105","Atf3","PLEK2","ENSMUSG00000021118","ENSG00000100558","PLEK2","Plek2"
"5106","Atf3","NDUFB9","ENSMUSG00000022354","ENSG00000147684","NDUFB9","Ndufb9"
"5108","Atf3","MMP2","ENSMUSG00000031740","ENSG00000087245","MMP2","Mmp2"
"5110","Atf3","TPI1","ENSMUSG00000023456","ENSG00000111669","TPI1","Tpi1"
"5111","Atf3","RPS20","ENSMUSG00000028234","ENSG00000008988","RPS20","Rps20"
"5112","Atf3","RPL35A","ENSMUSG00000060636","ENSG00000182899","RPL35A","Rpl35a"
"5113","Atf3","TMEM258","ENSMUSG00000036372","ENSG00000134825","TMEM258","Tmem258"
"5115","Atf3","OCIAD2","ENSMUSG00000029153","ENSG00000145247","OCIAD2","Ociad2"
"5117","Atf3","MOCS2","ENSMUSG00000015536","ENSG00000164172","MOCS2","Mocs2"
"5118","Atf3","SNN","ENSMUSG00000037972","ENSG00000184602","SNN","Snn"
"5119","Atf3","OGDHL","ENSMUSG00000021913","ENSG00000197444","OGDHL","Ogdhl"
"5120","Atf3","GIT1","ENSMUSG00000011877","ENSG00000108262","GIT1","Git1"
"5122","Atf3","EIF2S2","ENSMUSG00000074656","ENSG00000125977","EIF2S2","Eif2s2"
"5123","Atf3","ZNHIT1","ENSMUSG00000059518","ENSG00000106400","ZNHIT1","Znhit1"
"5124","Atf3","RPL34","ENSMUSG00000062006","ENSG00000109475","RPL34","Rpl34"
"5125","Atf3","QDPR","ENSMUSG00000015806","ENSG00000151552","QDPR","Qdpr"
"5126","Atf3","MAPK8IP1","ENSMUSG00000027223","ENSG00000121653","MAPK8IP1","Mapk8ip1"
"5127","Atf3","C19orf81","ENSMUSG00000008028","ENSG00000235034","C19orf81","1700008O03Rik"
"5128","Atf3","CCT4","ENSMUSG00000007739","ENSG00000115484","CCT4","Cct4"
"5130","Atf3","CAP1","ENSMUSG00000028656","ENSG00000131236","CAP1","Cap1"
"5131","Atf3","NACA","ENSMUSG00000061315","ENSG00000196531","NACA","Naca"
"5132","Atf3","EIF4H","ENSMUSG00000040731","ENSG00000106682","EIF4H","Eif4h"
"5133","Atf3","FAM32A","ENSMUSG00000003039","ENSG00000105058","FAM32A","Fam32a"
"5134","Atf3","DRAXIN","ENSMUSG00000029005","ENSG00000162490","DRAXIN","Draxin"
"5135","Atf3","C19orf53","ENSMUSG00000019362","ENSG00000104979","C19orf53","D8Ertd738e"
"5137","Atf3","ELOVL1","ENSMUSG00000006390","ENSG00000066322","ELOVL1","Elovl1"
"5138","Atf3","PAIP2","ENSMUSG00000037058","ENSG00000120727","PAIP2","Paip2"
"5140","Atf3","CDC37L1","ENSMUSG00000024780","ENSG00000106993","CDC37L1","Cdc37l1"
"5141","Atf3","BOLA3","ENSMUSG00000045160","ENSG00000163170","BOLA3","Bola3"
"5143","Atf3","POMP","ENSMUSG00000029649","ENSG00000132963","POMP","Pomp"
"5144","Atf3","FHL1","ENSMUSG00000050035","ENSG00000022267","FHL1","Fhl4"
"5145","Atf3","CDV3","ENSMUSG00000032803","ENSG00000091527","CDV3","Cdv3"
"5147","Atf3","PRAF2","ENSMUSG00000031149","ENSG00000243279","PRAF2","Praf2"
"5149","Atf3","SEMA3B","ENSMUSG00000057969","ENSG00000012171","SEMA3B","Sema3b"
"5150","Atf3","IMPDH1","ENSMUSG00000003500","ENSG00000106348","IMPDH1","Impdh1"
"5151","Atf3","WASHC3","ENSMUSG00000020056","ENSG00000120860","WASHC3","Washc3"
"5152","Atf3","REC8","ENSMUSG00000002324","ENSG00000100918","REC8","Rec8"
"5154","Atf3","CLGN","ENSMUSG00000002190","ENSG00000153132","CLGN","Clgn"
"5156","Atf3","PTGES","ENSMUSG00000050737","ENSG00000148344","PTGES","Ptges"
"5157","Atf3","PSMA7","ENSMUSG00000027566","ENSG00000101182","PSMA7","Psma7"
"5158","Atf3","DNAJA4","ENSMUSG00000032285","ENSG00000140403","DNAJA4","Dnaja4"
"5159","Atf3","DRAP1","ENSMUSG00000024914","ENSG00000175550","DRAP1","Drap1"
"5160","Atf3","TUBA4A","ENSMUSG00000026202","ENSG00000127824","TUBA4A","Tuba4a"
"5161","Atf3","GNG12","ENSMUSG00000036402","ENSG00000172380","GNG12","Gng12"
"5162","Atf3","ZNHIT3","ENSMUSG00000020526","ENSG00000273611","ZNHIT3","Znhit3"
"5163","Atf3","GADD45B","ENSMUSG00000015312","ENSG00000099860","GADD45B","Gadd45b"
"5164","Atf3","TM2D2","ENSMUSG00000031556","ENSG00000169490","TM2D2","Tm2d2"
"5165","Atf3","MPZ","ENSMUSG00000056569","ENSG00000158887","MPZ","Mpz"
"5166","Atf3","BTBD6","ENSMUSG00000002803","ENSG00000184887","BTBD6","Btbd6"
"5167","Atf3","APOC1","ENSMUSG00000040564","ENSG00000130208","APOC1","Apoc1"
"5170","Atf3","CAPN2","ENSMUSG00000026509","ENSG00000162909","CAPN2","Capn2"
"5171","Atf3","PSME1","ENSMUSG00000022216","ENSG00000092010","PSME1","Psme1"
"5172","Atf3","CYB5R3","ENSMUSG00000018042","ENSG00000100243","CYB5R3","Cyb5r3"
"5173","Atf3","BCL7B","ENSMUSG00000029681","ENSG00000106635","BCL7B","Bcl7b"
"5174","Atf3","YWHAQ","ENSMUSG00000076432","ENSG00000134308","YWHAQ","Ywhaq"
"5175","Atf3","GSN","ENSMUSG00000026879","ENSG00000148180","GSN","Gsn"
"5176","Atf3","IGFBP2","ENSMUSG00000039323","ENSG00000115457","IGFBP2","Igfbp2"
"5177","Atf3","ARPC5L","ENSMUSG00000026755","ENSG00000136950","ARPC5L","Arpc5l"
"5178","Atf3","C3orf14","ENSMUSG00000033111","ENSG00000114405","C3orf14","3830406C13Rik"
"5179","Atf3","TCEAL9","ENSMUSG00000042712","ENSG00000185222","TCEAL9","Tceal9"
"5180","Atf3","OPN3","ENSMUSG00000026525","ENSG00000054277","OPN3","Opn3"
"5181","Atf3","APMAP","ENSMUSG00000033096","ENSG00000101474","APMAP","Apmap"
"5182","Atf3","C12orf57","ENSMUSG00000072772","ENSG00000111678","C12orf57","Grcc10"
"5184","Atf3","TIMM8B","ENSMUSG00000039016","ENSG00000150779","TIMM8B","Timm8b"
"5185","Atf3","RPL19","ENSMUSG00000017404","ENSG00000108298","RPL19","Rpl19"
"5186","Atf3","TAGLN","ENSMUSG00000032085","ENSG00000149591","TAGLN","Tagln"
"5188","Atf3","CSDC2","ENSMUSG00000042109","ENSG00000172346","CSDC2","Csdc2"
"5190","Atf3","ICMT","ENSMUSG00000039662","ENSG00000116237","ICMT","Icmt"
"5191","Atf3","TMEM233","ENSMUSG00000079278","ENSG00000224982","TMEM233","Tmem233"
"5194","Atf3","ODC1","ENSMUSG00000011179","ENSG00000115758","ODC1","Odc1"
"5195","Atf3","NPC2","ENSMUSG00000021242","ENSG00000119655","NPC2","Npc2"
"5197","Atf3","BAIAP2","ENSMUSG00000025372","ENSG00000175866","BAIAP2","Baiap2"
"5198","Atf3","VASH2","ENSMUSG00000037568","ENSG00000143494","VASH2","Vash2"
"5201","Atf3","CD44","ENSMUSG00000005087","ENSG00000026508","CD44","Cd44"
"5202","Atf3","GSTP1","ENSMUSG00000060803","ENSG00000084207","GSTP1","Gstp1"
"5203","Atf3","VAMP1","ENSMUSG00000030337","ENSG00000139190","VAMP1","Vamp1"
"5204","Atf3","PLAT","ENSMUSG00000031538","ENSG00000104368","PLAT","Plat"
"5205","Atf3","C3","ENSMUSG00000024164","ENSG00000125730","C3","C3"
"5206","Atf3","APLP1","ENSMUSG00000006651","ENSG00000105290","APLP1","Aplp1"
"5207","Atf3","SIPA1","ENSMUSG00000056917","ENSG00000213445","SIPA1","Sipa1"
"5208","Atf3","TMA7","ENSMUSG00000091537","ENSG00000232112","TMA7","Tma7"
"5209","Atf3","SRM","ENSMUSG00000006442","ENSG00000116649","SRM","Srm"
"5210","Atf3","DUSP26","ENSMUSG00000039661","ENSG00000133878","DUSP26","Dusp26"
"5211","Atf3","OAF","ENSMUSG00000032014","ENSG00000184232","OAF","Oaf"
"5212","Atf3","RNF5","ENSMUSG00000015478","ENSG00000204308","RNF5","Rnf5"
"5213","Atf3","TCP1","ENSMUSG00000068039","ENSG00000120438","TCP1","Tcp1"
"5214","Atf3","FKBP1B","ENSMUSG00000020635","ENSG00000119782","FKBP1B","Fkbp1b"
"5217","Atf3","CD24","ENSMUSG00000047139","ENSG00000272398","CD24","Cd24a"
"5218","Atf3","HSP90AA1","ENSMUSG00000021270","ENSG00000080824","HSP90AA1","Hsp90aa1"
"5219","Atf3","PSMC4","ENSMUSG00000030603","ENSG00000013275","PSMC4","Psmc4"
"5221","Atf3","BCAT1","ENSMUSG00000030268","ENSG00000060982","BCAT1","Bcat1"
"5222","Atf3","YWHAB","ENSMUSG00000018326","ENSG00000166913","YWHAB","Ywhab"
"5223","Atf3","DPM2","ENSMUSG00000026810","ENSG00000136908","DPM2","Dpm2"
"5224","Atf3","COX5B","ENSMUSG00000061518","ENSG00000135940","COX5B","Cox5b"
"5225","Atf3","ATP6V0B","ENSMUSG00000033379","ENSG00000117410","ATP6V0B","Atp6v0b"
"5226","Atf3","CYGB","ENSMUSG00000020810","ENSG00000161544","CYGB","Cygb"
"5227","Atf3","DTX1","ENSMUSG00000029603","ENSG00000135144","DTX1","Dtx1"
"5228","Atf3","DAXX","ENSMUSG00000002307","ENSG00000204209","DAXX","Daxx"
"5229","Atf3","TALDO1","ENSMUSG00000025503","ENSG00000177156","TALDO1","Taldo1"
"5230","Atf3","POLR2G","ENSMUSG00000071662","ENSG00000168002","POLR2G","Polr2g"
"5231","Atf3","NDUFA1","ENSMUSG00000016427","ENSG00000125356","NDUFA1","Ndufa1"
"5232","Atf3","DMRT2","ENSMUSG00000048138","ENSG00000173253","DMRT2","Dmrt2"
"5233","Atf3","MORF4L1","ENSMUSG00000062270","ENSG00000185787","MORF4L1","Morf4l1"
"5234","Atf3","PSMC1","ENSMUSG00000021178","ENSG00000100764","PSMC1","Psmc1"
"5235","Atf3","COMMD6","ENSMUSG00000075486","ENSG00000188243","COMMD6","Commd6"
"5236","Atf3","MRPS21","ENSMUSG00000054312","ENSG00000266472","MRPS21","Mrps21"
"5237","Atf3","RPLP1","ENSMUSG00000007892","ENSG00000137818","RPLP1","Rplp1"
"5238","Atf3","SNX3","ENSMUSG00000019804","ENSG00000112335","SNX3","Snx3"
"5240","Atf3","TUFM","ENSMUSG00000073838","ENSG00000178952","TUFM","Tufm"
"5241","Atf3","REXO2","ENSMUSG00000032026","ENSG00000076043","REXO2","Rexo2"
"5243","Atf3","PKM","ENSMUSG00000032294","ENSG00000067225","PKM","Pkm"
"5244","Atf3","SERP2","ENSMUSG00000052584","ENSG00000151778","SERP2","Serp2"
"5245","Atf3","HABP4","ENSMUSG00000021476","ENSG00000130956","HABP4","Habp4"
