HGNC symbol,HGNC name
CAMK2A,calcium/calmodulin dependent protein kinase II alpha
CAMK2B,calcium/calmodulin dependent protein kinase II beta
CAMK2G,calcium/calmodulin dependent protein kinase II gamma
CAMK2D,calcium/calmodulin dependent protein kinase II delta
CAMKV,CaM kinase like vesicle associated
STK33,serine/threonine kinase 33
STK40,serine/threonine kinase 40
CA1,carbonic anhydrase 1
CA2,carbonic anhydrase 2
CA4,carbonic anhydrase 4
CA5A,carbonic anhydrase 5A
CA7,carbonic anhydrase 7
CA9,carbonic anhydrase 9
CA12,carbonic anhydrase 12
CA13,carbonic anhydrase 13
CA14,carbonic anhydrase 14
PC,pyruvate carboxylase
ACACA,acetyl-CoA carboxylase alpha
ACACB,acetyl-CoA carboxylase beta
,
PCCA,propionyl-CoA carboxylase subunit alpha
PCCB,propionyl-CoA carboxylase subunit beta
GGCX,gamma-glutamyl carboxylase
CPT1A,carnitine palmitoyltransferase 1A
CPT1B,carnitine palmitoyltransferase 1B
CPT1C,carnitine palmitoyltransferase 1C
CPT2,carnitine palmitoyltransferase 2
CSNK1A1,casein kinase 1 alpha 1
CSNK1A1L,casein kinase 1 alpha 1 like
CSNK1G1,casein kinase 1 gamma 1
CSNK1G2,casein kinase 1 gamma 2
CSNK1G3,casein kinase 1 gamma 3
CSNK1D,casein kinase 1 delta
CSNK1E,casein kinase 1 epsilon
,
CSNK2A1,casein kinase 2 alpha 1
CSNK2A2,casein kinase 2 alpha 2
CSNK2B,casein kinase 2 beta
CASK,calcium/calmodulin dependent serine protein kinase
PAH,phenylalanine hydroxylase
TAT,tyrosine aminotransferase
TH,tyrosine hydroxylase
DDC,dopa decarboxylase
DBH,dopamine beta-hydroxylase
PNMT,phenylethanolamine N-methyltransferase
COMT,catechol-O-methyltransferase
MAOA,monoamine oxidase A
MAOB,monoamine oxidase B
CDK20,cyclin dependent kinase 20
CDC7,cell division cycle 7
CDK10,cyclin dependent kinase 10
CDK1,cyclin dependent kinase 1
CDK2,cyclin dependent kinase 2
CDK3,cyclin dependent kinase 3
CDK4,cyclin dependent kinase 4
CDK6,cyclin dependent kinase 6
CDK5,cyclin dependent kinase 5
CDK7,cyclin dependent kinase 7
CDK8,cyclin dependent kinase 8
CDK19,cyclin dependent kinase 19
CDK9,cyclin dependent kinase 9
UGCG,UDP-glucose ceramide glucosyltransferase
CERK,ceramide kinase
CERS1,ceramide synthase 1
CERS2,ceramide synthase 2
CERS3,ceramide synthase 3
CERS4,ceramide synthase 4
CERS5,ceramide synthase 5
CERS6,ceramide synthase 6
TRPM6,transient receptor potential cation channel subfamily M member 6
TRPM7,transient receptor potential cation channel subfamily M member 7
CHIA,chitinase acidic
CHIT1,chitinase 1
CHEK1,checkpoint kinase 1
CHEK2,checkpoint kinase 2
ACLY,ATP citrate lyase
IDH1,isocitrate dehydrogenase (NADP(+)) 1
CLK1,CDC like kinase 1
CLK2,CDC like kinase 2
CLK3,CDC like kinase 3
CLK4,CDC like kinase 4
CDK12,cyclin dependent kinase 12
CDK13,cyclin dependent kinase 13
CSK,C-terminal Src kinase
MATK,megakaryocyte-associated tyrosine kinase
CGAS,cyclic GMP-AMP synthase
CDKL1,cyclin dependent kinase like 1
CDKL2,cyclin dependent kinase like 2
CDKL3,cyclin dependent kinase like 3
CDKL4,cyclin dependent kinase like 4
CDKL5,cyclin dependent kinase like 5
PTGS1,prostaglandin-endoperoxide synthase 1
PTGS2,prostaglandin-endoperoxide synthase 2
CYP11A1,cytochrome P450 family 11 subfamily A member 1
CYP11B1,cytochrome P450 family 11 subfamily B member 1
CYP11B2,cytochrome P450 family 11 subfamily B member 2
CYP17A1,cytochrome P450 family 17 subfamily A member 1
CYP19A1,cytochrome P450 family 19 subfamily A member 1
CYP20A1,cytochrome P450 family 20 subfamily A member 1
CYP21A2,cytochrome P450 family 21 subfamily A member 2
CYP1A1,cytochrome P450 family 1 subfamily A member 1
CYP1A2,cytochrome P450 family 1 subfamily A member 2
CYP1B1,cytochrome P450 family 1 subfamily B member 1
CYP24A1,cytochrome P450 family 24 subfamily A member 1
CYP26A1,cytochrome P450 family 26 subfamily A member 1
CYP26B1,cytochrome P450 family 26 subfamily B member 1
CYP26C1,cytochrome P450 family 26 subfamily C member 1
CYP27A1,cytochrome P450 family 27 subfamily A member 1
CYP27B1,cytochrome P450 family 27 subfamily B member 1
CYP27C1,cytochrome P450 family 27 subfamily C member 1
CYP2A6,cytochrome P450 family 2 subfamily A member 6
CYP2A7,cytochrome P450 family 2 subfamily A member 7
CYP2A13,cytochrome P450 family 2 subfamily A member 13
CYP2B6,cytochrome P450 family 2 subfamily B member 6
CYP2C8,cytochrome P450 family 2 subfamily C member 8
CYP2C9,cytochrome P450 family 2 subfamily C member 9
CYP2C18,cytochrome P450 family 2 subfamily C member 18
CYP2C19,cytochrome P450 family 2 subfamily C member 19
CYP2D6,cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)
CYP2E1,cytochrome P450 family 2 subfamily E member 1
CYP2F1,cytochrome P450 family 2 subfamily F member 1
CYP2J2,cytochrome P450 family 2 subfamily J member 2
CYP2R1,cytochrome P450 family 2 subfamily R member 1
CYP2S1,cytochrome P450 family 2 subfamily S member 1
CYP2U1,cytochrome P450 family 2 subfamily U member 1
CYP2W1,cytochrome P450 family 2 subfamily W member 1
CYP39A1,cytochrome P450 family 39 subfamily A member 1
CYP46A1,cytochrome P450 family 46 subfamily A member 1
CYP51A1,cytochrome P450 family 51 subfamily A member 1
CYP3A4,cytochrome P450 family 3 subfamily A member 4
CYP3A5,cytochrome P450 family 3 subfamily A member 5
CYP3A7,cytochrome P450 family 3 subfamily A member 7
CYP3A43,cytochrome P450 family 3 subfamily A member 43
CYP4A11,cytochrome P450 family 4 subfamily A member 11
CYP4A22,cytochrome P450 family 4 subfamily A member 22
CYP4B1,cytochrome P450 family 4 subfamily B member 1
CYP4F2,cytochrome P450 family 4 subfamily F member 2
CYP4F3,cytochrome P450 family 4 subfamily F member 3
CYP4F8,cytochrome P450 family 4 subfamily F member 8
CYP4F11,cytochrome P450 family 4 subfamily F member 11
CYP4F12,cytochrome P450 family 4 subfamily F member 12
CYP4F22,cytochrome P450 family 4 subfamily F member 22
CYP4V2,cytochrome P450 family 4 subfamily V member 2
CYP4X1,cytochrome P450 family 4 subfamily X member 1
CYP4Z1,cytochrome P450 family 4 subfamily Z member 1
TBXAS1,thromboxane A synthase 1
CYP7A1,cytochrome P450 family 7 subfamily A member 1
CYP7B1,cytochrome P450 family 7 subfamily B member 1
PTGIS,prostaglandin I2 synthase
CYP8B1,cytochrome P450 family 8 subfamily B member 1
DCLK1,doublecortin like kinase 1
DCLK2,doublecortin like kinase 2
DCLK3,doublecortin like kinase 3
DAPK1,death associated protein kinase 1
DAPK2,death associated protein kinase 2
DAPK3,death associated protein kinase 3
STK17A,serine/threonine kinase 17a
STK17B,serine/threonine kinase 17b
GAD1,glutamate decarboxylase 1
GAD2,glutamate decarboxylase 2
HDC,histidine decarboxylase
AZIN2,antizyme inhibitor 2
DDC,dopa decarboxylase
MLYCD,malonyl-CoA decarboxylase
ODC1,ornithine decarboxylase 1
PISD,phosphatidylserine decarboxylase
AMD1,adenosylmethionine decarboxylase 1
PRKCA,protein kinase C alpha
PRKCD,protein kinase C delta
PRKCQ,protein kinase C theta
DGKA,diacylglycerol kinase alpha
DGKZ,diacylglycerol kinase zeta
DDAH1,dimethylarginine dimethylaminohydrolase 1
DDAH2,"DDAH family member 2, ADMA-independent"
OGG1,8-oxoguanine DNA glycosylase
POLB,DNA polymerase beta
POLQ,DNA polymerase theta
TOP1,DNA topoisomerase I
TOP1MT,DNA topoisomerase I mitochondrial
TOP2A,DNA topoisomerase II alpha
PTP4A3,protein tyrosine phosphatase 4A3
DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A
DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B
DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3
UBE2D1,ubiquitin conjugating enzyme E2 D1
UBE2D2,ubiquitin conjugating enzyme E2 D2
CBLB,Cbl proto-oncogene B
CRBN,cereblon
DCAF1,DDB1 and CUL4 associated factor 1
FBXO3,F-box protein 3
KLHDC2,kelch domain containing 2
MDM2,MDM2 proto-oncogene
SKP2,S-phase kinase associated protein 2
STUB1,STIP1 homology and U-box containing protein 1
VHL,von Hippel-Lindau tumor suppressor
ZBTB25,zinc finger and BTB domain containing 25
EEF2K,eukaryotic elongation factor 2 kinase
MAPK15,mitogen-activated protein kinase 15
MAPK3,mitogen-activated protein kinase 3
MAPK1,mitogen-activated protein kinase 1
MAPK6,mitogen-activated protein kinase 6
MAPK4,mitogen-activated protein kinase 4
MAPK7,mitogen-activated protein kinase 7
PRKCE,protein kinase C epsilon
PRKCH,protein kinase C eta
RAPGEF3,Rap guanine nucleotide exchange factor 3
RAPGEF4,Rap guanine nucleotide exchange factor 4
PTK2,protein tyrosine kinase 2
PTK2B,protein tyrosine kinase 2 beta
FER,FER tyrosine kinase
FES,"FES proto-oncogene, tyrosine kinase"
MTOR,mechanistic target of rapamycin kinase
OXSR1,oxidative stress responsive kinase 1
STK39,serine/threonine kinase 39
STK19,serine/threonine kinase 19
GAD1,glutamate decarboxylase 1
GAD2,glutamate decarboxylase 2
ALDH9A1,aldehyde dehydrogenase 9 family member A1
ABAT,4-aminobutyrate aminotransferase
ALDH5A1,aldehyde dehydrogenase 5 family member A1
GNAQ,G protein subunit alpha q
EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4
DMPK,DM1 protein kinase
CDC42BPG,CDC42 binding protein kinase gamma
CDC42BPA,CDC42 binding protein kinase alpha
CDC42BPB,CDC42 binding protein kinase beta
GCSH,glycine cleavage system protein H
GRK4,G protein-coupled receptor kinase 4
GRK5,G protein-coupled receptor kinase 5
GRK6,G protein-coupled receptor kinase 6
GSK3A,glycogen synthase kinase 3 alpha
GSK3B,glycogen synthase kinase 3 beta
HMOX1,heme oxygenase 1
HMOX2,heme oxygenase 2
HASPIN,histone H3 associated protein kinase
GCK,glucokinase
TNNI3K,TNNI3 interacting kinase
HIPK1,homeodomain interacting protein kinase 1
HIPK2,homeodomain interacting protein kinase 2
HIPK3,homeodomain interacting protein kinase 3
HIPK4,homeodomain interacting protein kinase 4
HUNK,hormonally up-regulated Neu-associated kinase
CBS,cystathionine beta-synthase
CTH,cystathionine gamma-lyase
KYAT1,kynurenine aminotransferase 1
MPST,mercaptopyruvate sulfurtransferase
ACHE,acetylcholinesterase (Yt blood group)
BCHE,butyrylcholinesterase
DAGLA,diacylglycerol lipase alpha
DAGLB,diacylglycerol lipase beta
CES1,carboxylesterase 1
ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
EPHX2,epoxide hydrolase 2
FAAH,fatty acid amide hydrolase
LTA4H,leukotriene A4 hydrolase
LIPE,"lipase E, hormone sensitive type"
LIPG,"lipase G, endothelial type"
LYPLA1,lysophospholipase 1
LYPLA2,lysophospholipase 2
MGLL,monoglyceride lipase
NUDT7,nudix hydrolase 7
NEU1,neuraminidase 1
NEU2,neuraminidase 2
OGA,O-GlcNAcase
PNLIP,pancreatic lipase
PNPLA2,patatin like phospholipase domain containing 2
PLA2G7,phospholipase A2 group VII
PLA2G2A,phospholipase A2 group IIA
PLD2,phospholipase D2
VNN1,vanin 1
CHUK,component of inhibitor of nuclear factor kappa B kinase complex
IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta
IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon
TBK1,TANK binding kinase 1
ILK,integrin linked kinase
NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D
FAAH,fatty acid amide hydrolase
FAAH2,fatty acid amide hydrolase 2
NAAA,N-acylethanolamine acid amidase
ITPKA,inositol-trisphosphate 3-kinase A
ITPKB,inositol-trisphosphate 3-kinase B
ITPKC,inositol-trisphosphate 3-kinase C
IMPA1,inositol monophosphatase 1
IMPA2,inositol monophosphatase 2
INPP1,inositol polyphosphate-1-phosphatase
INPP4A,inositol polyphosphate-4-phosphatase type I A
INPP4B,inositol polyphosphate-4-phosphatase type II B
INPP5A,inositol polyphosphate-5-phosphatase A
INPP5B,inositol polyphosphate-5-phosphatase B
INPP5D,inositol polyphosphate-5-phosphatase D
INPP5E,inositol polyphosphate-5-phosphatase E
INPP5J,inositol polyphosphate-5-phosphatase J
INPP5K,inositol polyphosphate-5-phosphatase K
INPPL1,inositol polyphosphate phosphatase like 1
OCRL,OCRL inositol polyphosphate-5-phosphatase
SYNJ1,synaptojanin 1
SYNJ2,synaptojanin 2
IRAK1,interleukin 1 receptor associated kinase 1
IRAK2,interleukin 1 receptor associated kinase 2
IRAK3,interleukin 1 receptor associated kinase 3
IRAK4,interleukin 1 receptor associated kinase 4
PRKCI,protein kinase C iota
PRKCZ,protein kinase C zeta
ERN1,endoplasmic reticulum to nucleus signaling 1
ERN2,endoplasmic reticulum to nucleus signaling 2
ACOD1,aconitate decarboxylase 1
JAK1,Janus kinase 1
JAK2,Janus kinase 2
JAK3,Janus kinase 3
TYK2,tyrosine kinase 2
MAPK8,mitogen-activated protein kinase 8
MAPK9,mitogen-activated protein kinase 9
MAPK10,mitogen-activated protein kinase 10
MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1
MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2
MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3
MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
ACAT1,acetyl-CoA acetyltransferase 1
ACAT2,acetyl-CoA acetyltransferase 2
HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1
HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
MVK,mevalonate kinase
PMVK,phosphomevalonate kinase
MVD,mevalonate diphosphate decarboxylase
IDI1,isopentenyl-diphosphate delta isomerase 1
IDI2,isopentenyl-diphosphate delta isomerase 2
GGPS1,geranylgeranyl diphosphate synthase 1
FDPS,farnesyl diphosphate synthase
FDFT1,farnesyl-diphosphate farnesyltransferase 1
SQLE,squalene epoxidase
LSS,lanosterol synthase
LRRK1,leucine rich repeat kinase 1
LRRK2,leucine rich repeat kinase 2
LTC4S,leukotriene C4 synthase
GGCT,gamma-glutamylcyclotransferase
DPEP1,dipeptidase 1
DPEP2,dipeptidase 2
LTA4H,leukotriene A4 hydrolase
LIMK1,LIM domain kinase 1
LIMK2,LIM domain kinase 2
LPIN1,lipin 1
LPIN2,lipin 2
LPIN3,lipin 3
PLPP1,phospholipid phosphatase 1
PLPP3,phospholipid phosphatase 3
PLPP2,phospholipid phosphatase 2
PTEN,phosphatase and tensin homolog
ALOX5,arachidonate 5-lipoxygenase
ALOX12B,"arachidonate 12-lipoxygenase, 12R type"
ALOX12,"arachidonate 12-lipoxygenase, 12S type"
ALOX15,arachidonate 15-lipoxygenase
ALOX15B,arachidonate 15-lipoxygenase type B
ALOXE3,arachidonate epidermal lipoxygenase 3
STK11,serine/threonine kinase 11
ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2
MAP3K12,mitogen-activated protein kinase kinase kinase 12
MAP3K13,mitogen-activated protein kinase kinase kinase 13
MMP1,matrix metallopeptidase 1
MMP2,matrix metallopeptidase 2
MMP3,matrix metallopeptidase 3
MMP7,matrix metallopeptidase 7
MMP8,matrix metallopeptidase 8
MMP9,matrix metallopeptidase 9
MMP10,matrix metallopeptidase 10
MMP11,matrix metallopeptidase 11
MMP12,matrix metallopeptidase 12
MMP13,matrix metallopeptidase 13
MMP14,matrix metallopeptidase 14
MMP15,matrix metallopeptidase 15
MMP16,matrix metallopeptidase 16
MMP17,matrix metallopeptidase 17
MMP19,matrix metallopeptidase 19
MMP20,matrix metallopeptidase 20
MMP21,matrix metallopeptidase 21
MMP23B,matrix metallopeptidase 23B
MMP24,matrix metallopeptidase 24
MMP25,matrix metallopeptidase 25
MMP26,matrix metallopeptidase 26
MMP27,matrix metallopeptidase 27
MMP28,matrix metallopeptidase 28
ADAM2,ADAM metallopeptidase domain 2
ADAM7,ADAM metallopeptidase domain 7
ADAM8,ADAM metallopeptidase domain 8
ADAM9,ADAM metallopeptidase domain 9
ADAM10,ADAM metallopeptidase domain 10
ADAM11,ADAM metallopeptidase domain 11
ADAM12,ADAM metallopeptidase domain 12
ADAM15,ADAM metallopeptidase domain 15
ADAM17,ADAM metallopeptidase domain 17
ADAM18,ADAM metallopeptidase domain 18
ADAM19,ADAM metallopeptidase domain 19
ADAM20,ADAM metallopeptidase domain 20
ADAM21,ADAM metallopeptidase domain 21
ADAM22,ADAM metallopeptidase domain 22
ADAM23,ADAM metallopeptidase domain 23
ADAM28,ADAM metallopeptidase domain 28
ADAM29,ADAM metallopeptidase domain 29
ADAM30,ADAM metallopeptidase domain 30
ADAM32,ADAM metallopeptidase domain 32
ADAM33,ADAM metallopeptidase domain 33
ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1
ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3
ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4
ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6
ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7
ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9
ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10
ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12
ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13
ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14
ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15
ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16
ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18
ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19
ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20
BMP1,bone morphogenetic protein 1
ECE1,endothelin converting enzyme 1
ECE2,endothelin converting enzyme 2
MME,membrane metalloendopeptidase
AEBP1,AE binding protein 1
CPA1,carboxypeptidase A1
CPA2,carboxypeptidase A2
CPA3,carboxypeptidase A3
CPA4,carboxypeptidase A4
CPA5,carboxypeptidase A5
CPA6,carboxypeptidase A6
CPB1,carboxypeptidase B1
CPB2,carboxypeptidase B2
CPD,carboxypeptidase D
CPE,carboxypeptidase E
CPM,carboxypeptidase M
CPN1,carboxypeptidase N subunit 1
CPN2,carboxypeptidase N subunit 2
CPO,carboxypeptidase O
CPQ,carboxypeptidase Q
CPXM1,"carboxypeptidase X, M14 family member 1"
CPXM2,"carboxypeptidase X, M14 family member 2"
CPZ,carboxypeptidase Z
IDE,insulin degrading enzyme
NPEPL1,aminopeptidase like 1
LAP3,leucine aminopeptidase 3
DNPEP,aspartyl aminopeptidase
DPEP1,dipeptidase 1
ANPEP,"alanyl aminopeptidase, membrane"
AOPEP,aminopeptidase O (putative)
LVRN,laeverin
RNPEP,arginyl aminopeptidase
RNPEPL1,arginyl aminopeptidase like 1
ERAP1,endoplasmic reticulum aminopeptidase 1
ERAP2,endoplasmic reticulum aminopeptidase 2
ENPEP,glutamyl aminopeptidase
LNPEP,leucyl and cystinyl aminopeptidase
LTA4H,leukotriene A4 hydrolase
NPEPPS,aminopeptidase puromycin sensitive
TRHDE,thyrotropin releasing hormone degrading enzyme
CNDP1,carnosine dipeptidase 1
CNDP2,carnosine dipeptidase 2
METAP1,methionyl aminopeptidase 1
METAP2,methionyl aminopeptidase 2
METAP1D,"methionyl aminopeptidase type 1D, mitochondrial"
PEPD,peptidase D
XPNPEP1,X-prolyl aminopeptidase 1
XPNPEP2,X-prolyl aminopeptidase 2
XPNPEP3,X-prolyl aminopeptidase 3
FOLH1B,folate hydrolase 1B (pseudogene)
FOLH1,folate hydrolase 1
QPCT,glutaminyl-peptide cyclotransferase
QPCTL,glutaminyl-peptide cyclotransferase like
NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1
NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2
ACE,angiotensin I converting enzyme
ACE2,angiotensin converting enzyme 2
DPP3,dipeptidyl peptidase 3
PSMD14,"proteasome 26S subunit, non-ATPase 14"
RCE1,Ras converting CAAX endopeptidase 1
MAPKAPK2,MAPK activated protein kinase 2
MAPKAPK3,MAPK activated protein kinase 3
MAPKAPK5,MAPK activated protein kinase 5
MARK1,microtubule affinity regulating kinase 1
MARK2,microtubule affinity regulating kinase 2
MARK3,microtubule affinity regulating kinase 3
MARK4,microtubule affinity regulating kinase 4
MAST1,microtubule associated serine/threonine kinase 1
MAST2,microtubule associated serine/threonine kinase 2
MAST3,microtubule associated serine/threonine kinase 3
MAST4,microtubule associated serine/threonine kinase family member 4
MASTL,microtubule associated serine/threonine kinase like
MELK,maternal embryonic leucine zipper kinase
PORCN,porcupine O-acyltransferase
PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D"
CAMKK1,calcium/calmodulin dependent protein kinase kinase 1
CAMKK2,calcium/calmodulin dependent protein kinase kinase 2
MTR,5-methyltetrahydrofolate-homocysteine methyltransferase
MFN1,mitofusin 1
MFN2,mitofusin 2
MKNK1,MAPK interacting serine/threonine kinase 1
MKNK2,MAPK interacting serine/threonine kinase 2
MAP3K9,mitogen-activated protein kinase kinase kinase 9
MAP3K10,mitogen-activated protein kinase kinase kinase 10
MAP3K11,mitogen-activated protein kinase kinase kinase 11
MAP3K20,mitogen-activated protein kinase kinase kinase 20
PARP3,poly(ADP-ribose) polymerase family member 3
TIPARP,TCDD inducible poly(ADP-ribose) polymerase
PARP10,poly(ADP-ribose) polymerase family member 10
PARP11,poly(ADP-ribose) polymerase family member 11
PARP14,poly(ADP-ribose) polymerase family member 14
PARP15,poly(ADP-ribose) polymerase family member 15
MOS,"MOS proto-oncogene, serine/threonine kinase"
RPS6KA5,ribosomal protein S6 kinase A5
RPS6KA4,ribosomal protein S6 kinase A4
MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
MINK1,misshapen like kinase 1
NRK,Nik related kinase
TNIK,TRAF2 and NCK interacting kinase
STK3,serine/threonine kinase 3
STK4,serine/threonine kinase 4
MYLK,myosin light chain kinase
MYLK2,myosin light chain kinase 2
MYLK3,myosin light chain kinase 3
MYLK4,myosin light chain kinase family member 4
TTN,titin
DUOX1,dual oxidase 1
DUOX2,dual oxidase 2
NOX1,NADPH oxidase 1
CYBB,cytochrome b-245 beta chain
NOX3,NADPH oxidase 3
NOX4,NADPH oxidase 4
NOX5,NADPH oxidase 5
AAK1,AP2 associated kinase 1
STK16,serine/threonine kinase 16
LATS1,large tumor suppressor kinase 1
LATS2,large tumor suppressor kinase 2
STK38,serine/threonine kinase 38
STK38L,serine/threonine kinase 38 like
ASAH2,N-acylsphingosine amidohydrolase 2
ASAH2B,N-acylsphingosine amidohydrolase 2B
EED,embryonic ectoderm development
NSMAF,neutral sphingomyelinase activation associated factor
NIM1K,NIM1 serine/threonine protein kinase
NEK1,NIMA related kinase 1
NEK2,NIMA related kinase 2
NEK3,NIMA related kinase 3
NEK4,NIMA related kinase 4
NEK5,NIMA related kinase 5
NEK6,NIMA related kinase 6
NEK7,NIMA related kinase 7
NEK8,NIMA related kinase 8
NEK9,NIMA related kinase 9
NEK10,NIMA related kinase 10
NEK11,NIMA related kinase 11
MYO3A,myosin IIIA
MYO3B,myosin IIIB
NOS3,nitric oxide synthase 3
NOS2,nitric oxide synthase 2
NOS1,nitric oxide synthase 1
SBK1,SH3 domain binding kinase 1
SBK2,SH3 domain binding kinase family member 2
SBK3,SH3 domain binding kinase family member 3
PINK1,PTEN induced kinase 1
PDIK1L,PDLIM1 interacting kinase 1 like
STK35,serine/threonine kinase 35
TEX14,"testis expressed 14, intercellular bridge forming factor"
NLK,nemo like kinase
NRBP1,nuclear receptor binding protein 1
NRBP2,nuclear receptor binding protein 2
NUAK1,NUAK family kinase 1
NUAK2,NUAK family kinase 2
DHFR,dihydrofolate reductase
GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
DHODH,dihydroorotate dehydrogenase (quinone)
IMPDH1,inosine monophosphate dehydrogenase 1
IMPDH2,inosine monophosphate dehydrogenase 2
TYMS,thymidylate synthetase
PNP,purine nucleoside phosphorylase
XDH,xanthine dehydrogenase
RRM1,ribonucleotide reductase catalytic subunit M1
RRM2,ribonucleotide reductase regulatory subunit M2
RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
CTPS1,CTP synthase 1
CTPS2,CTP synthase 2
DPYD,dihydropyrimidine dehydrogenase
BMP2K,BMP2 inducible kinase
GAK,cyclin G associated kinase
GRK1,G protein-coupled receptor kinase 1
GRK7,G protein-coupled receptor kinase 7
ALPK1,alpha kinase 1
ALPK3,alpha kinase 3
CIT,citron rho-interacting serine/threonine kinase
EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
ATM,ATM serine/threonine kinase
PRKDC,"protein kinase, DNA-activated, catalytic subunit"
STKLD1,serine/threonine kinase like domain containing 1
DSTYK,dual serine/threonine and tyrosine protein kinase
STK31,serine/threonine kinase 31
UHMK1,U2AF homology motif kinase 1
MAPK14,mitogen-activated protein kinase 14
MAPK11,mitogen-activated protein kinase 11
MAPK12,mitogen-activated protein kinase 12
MAPK13,mitogen-activated protein kinase 13
RPS6KB1,ribosomal protein S6 kinase B1
RPS6KB2,ribosomal protein S6 kinase B2
PAK1,p21 (RAC1) activated kinase 1
PAK2,p21 (RAC1) activated kinase 2
PAK3,p21 (RAC1) activated kinase 3
PAK4,p21 (RAC1) activated kinase 4
PAK5,p21 (RAC1) activated kinase 5
PAK6,p21 (RAC1) activated kinase 6
PON1,paraoxonase 1
PON2,paraoxonase 2
PON3,paraoxonase 3
PASK,PAS domain containing serine/threonine kinase
PDK1,pyruvate dehydrogenase kinase 1
PDK2,pyruvate dehydrogenase kinase 2
PDK3,pyruvate dehydrogenase kinase 3
PDK4,pyruvate dehydrogenase kinase 4
PDPK1,3-phosphoinositide dependent protein kinase 1
EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
FKBP1A,FKBP prolyl isomerase 1A
FKBP8,FKBP prolyl isomerase 8
FKBP5,FKBP prolyl isomerase 5
FKBP4,FKBP prolyl isomerase 4
FKBPL,FKBP prolyl isomerase like
PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
PPIA,peptidylprolyl isomerase A
PPID,peptidylprolyl isomerase D
PLD1,phospholipase D1
PLD2,phospholipase D2
PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3
PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
